ensembl_gene_id	external_gene_name	gene_biotype	description
ENSRNOG00000018906	Ghdc	protein_coding	GH3 domain containing [Source:RGD Symbol;Acc:1308881]
ENSRNOG00000018931	Dis3l2	protein_coding	DIS3-like 3'-5' exoribonuclease 2 [Source:RGD Symbol;Acc:1560168]
ENSRNOG00000018949	Dlk2	protein_coding	delta like non-canonical Notch ligand 2 [Source:RGD Symbol;Acc:1309143]
ENSRNOG00000018975	Atg9a	protein_coding	autophagy related 9A [Source:RGD Symbol;Acc:1310450]
ENSRNOG00000018980	Tjap1	protein_coding	tight junction associated protein 1 [Source:RGD Symbol;Acc:1308708]
ENSRNOG00000018988	Ing5	protein_coding	inhibitor of growth family, member 5 [Source:RGD Symbol;Acc:1307908]
ENSRNOG00000018998	Yipf3	protein_coding	Yip1 domain family, member 3 [Source:RGD Symbol;Acc:1308185]
ENSRNOG00000019000	Limk2	protein_coding	LIM domain kinase 2 [Source:RGD Symbol;Acc:62056]
ENSRNOG00000019012	D2hgdh	protein_coding	D-2-hydroxyglutarate dehydrogenase [Source:RGD Symbol;Acc:1307976]
ENSRNOG00000019019	Fitm1	protein_coding	fat storage-inducing transmembrane protein 1 [Source:RGD Symbol;Acc:1306911]
ENSRNOG00000019031	Neu4	protein_coding	neuraminidase 4 [Source:RGD Symbol;Acc:1308624]
ENSRNOG00000019035	Trpm8	protein_coding	transient receptor potential cation channel, subfamily M, member 8 [Source:RGD Symbol;Acc:620762]
ENSRNOG00000019043	Pdcd1	protein_coding	programmed cell death 1 [Source:RGD Symbol;Acc:1311658]
ENSRNOG00000019052	Ankzf1	protein_coding	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 [Source:RGD Symbol;Acc:1359242]
ENSRNOG00000019074	Alox12e	protein_coding	arachidonate 12-lipoxygenase, epidermal [Source:RGD Symbol;Acc:1307642]
ENSRNOG00000019075	Stat5b	protein_coding	signal transducer and activator of transcription 5B [Source:RGD Symbol;Acc:3774]
ENSRNOG00000019079	Polr1c	protein_coding	RNA polymerase I and III subunit C [Source:RGD Symbol;Acc:1309689]
ENSRNOG00000019085	Xpo5	protein_coding	exportin 5 [Source:RGD Symbol;Acc:1311522]
ENSRNOG00000019087	Fam174a	protein_coding	family with sequence similarity 174, member A [Source:RGD Symbol;Acc:1309973]
ENSRNOG00000019107		protein_coding	pseudogene for diazepam binding inhibitor 1 [Source:RGD Symbol;Acc:1564239]
ENSRNOG00000019128	St8sia4	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:RGD Symbol;Acc:621845]
ENSRNOG00000019174	Chtf18	protein_coding	chromosome transmission fidelity factor 18 [Source:RGD Symbol;Acc:1310473]
ENSRNOG00000019183	Alox15	protein_coding	arachidonate 15-lipoxygenase [Source:RGD Symbol;Acc:70493]
ENSRNOG00000019195	Polh	protein_coding	DNA polymerase eta [Source:RGD Symbol;Acc:1309893]
ENSRNOG00000019208	P2rx5	protein_coding	purinergic receptor P2X 5 [Source:RGD Symbol;Acc:620256]
ENSRNOG00000019243	Glb1l	protein_coding	galactosidase, beta 1-like [Source:RGD Symbol;Acc:1309474]
ENSRNOG00000019246	Psme2	protein_coding	proteasome activator subunit 2 [Source:RGD Symbol;Acc:3430]
ENSRNOG00000019252	Slco6b1	protein_coding	solute carrier organic anion transporter family member 6B1 [Source:RGD Symbol;Acc:620278]
ENSRNOG00000019268	Pelp1	protein_coding	proline, glutamate and leucine rich protein 1 [Source:RGD Symbol;Acc:1306320]
ENSRNOG00000019294	Stk16	protein_coding	serine/threonine kinase 16 [Source:RGD Symbol;Acc:629474]
ENSRNOG00000019295	Rab12	protein_coding	RAB12, member RAS oncogene family [Source:RGD Symbol;Acc:3527]
ENSRNOG00000019308	Arrb2	protein_coding	arrestin, beta 2 [Source:RGD Symbol;Acc:2157]
ENSRNOG00000019316	Sh3bp4	protein_coding	SH3-domain binding protein 4 [Source:RGD Symbol;Acc:620219]
ENSRNOG00000019325	Rnf185	protein_coding	ring finger protein 185 [Source:RGD Symbol;Acc:1564777]
ENSRNOG00000019332	Gtpbp2	protein_coding	GTP binding protein 2 [Source:RGD Symbol;Acc:1306367]
ENSRNOG00000019350	Lyzl4	protein_coding	lysozyme-like 4 [Source:RGD Symbol;Acc:1308401]
ENSRNOG00000019352	Emc6	protein_coding	ER membrane protein complex subunit 6 [Source:RGD Symbol;Acc:1309231]
ENSRNOG00000019357	Tax1bp3	protein_coding	Tax1 binding protein 3 [Source:RGD Symbol;Acc:1308924]
ENSRNOG00000019361	Inpp5j	protein_coding	inositol polyphosphate-5-phosphatase J [Source:RGD Symbol;Acc:620541]
ENSRNOG00000019384	Med11	protein_coding	mediator complex subunit 11 [Source:RGD Symbol;Acc:1563202]
ENSRNOG00000019438	Rnf31	protein_coding	ring finger protein 31 [Source:RGD Symbol;Acc:1305513]
ENSRNOG00000019445	Msln	protein_coding	mesothelin [Source:RGD Symbol;Acc:69333]
ENSRNOG00000019447	Ecel1	protein_coding	endothelin converting enzyme-like 1 [Source:RGD Symbol;Acc:61806]
ENSRNOG00000019451	Smtn	protein_coding	smoothelin [Source:RGD Symbol;Acc:1310216]
ENSRNOG00000019458	Shpk	protein_coding	sedoheptulokinase [Source:RGD Symbol;Acc:1308004]
ENSRNOG00000019463	Mad2l1bp	protein_coding	MAD2L1 binding protein [Source:RGD Symbol;Acc:1309175]
ENSRNOG00000019474	Rsph9	protein_coding	radial spoke head component 9 [Source:RGD Symbol;Acc:1310693]
ENSRNOG00000019476	Agap1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:RGD Symbol;Acc:1309244]
ENSRNOG00000019477	Zmynd15	protein_coding	zinc finger, MYND-type containing 15 [Source:RGD Symbol;Acc:1309845]
ENSRNOG00000019486	Trpv1	protein_coding	transient receptor potential cation channel, subfamily V, member 1 [Source:RGD Symbol;Acc:628841]
ENSRNOG00000019495	Gbx2	protein_coding	gastrulation brain homeobox 2 [Source:RGD Symbol;Acc:621866]
ENSRNOG00000019496	Stat5a	protein_coding	signal transducer and activator of transcription 5A [Source:RGD Symbol;Acc:3773]
ENSRNOG00000019506	Dnajb2	protein_coding	DnaJ heat shock protein family (Hsp40) member B2 [Source:RGD Symbol;Acc:1591035]
ENSRNOG00000019510	Tm4sf5	protein_coding	transmembrane 4 L six family member 5 [Source:RGD Symbol;Acc:1308709]
ENSRNOG00000019511	Mrps18a	protein_coding	mitochondrial ribosomal protein S18A [Source:RGD Symbol;Acc:735229]
ENSRNOG00000019522	Ciao3	protein_coding	cytosolic iron-sulfur assembly component 3 [Source:RGD Symbol;Acc:1305982]
ENSRNOG00000019527	Chrnd	protein_coding	cholinergic receptor nicotinic delta subunit [Source:RGD Symbol;Acc:2352]
ENSRNOG00000019551	Psmb6	protein_coding	proteasome 20S subunit beta 6 [Source:RGD Symbol;Acc:61881]
ENSRNOG00000019557	Asb18	protein_coding	ankyrin repeat and SOCS box-containing 18 [Source:RGD Symbol;Acc:1310850]
ENSRNOG00000019587	Ptprn	protein_coding	protein tyrosine phosphatase, receptor type, N [Source:RGD Symbol;Acc:620777]
ENSRNOG00000019592	Iqca1	protein_coding	IQ motif containing with AAA domain [Source:RGD Symbol;Acc:15003483]
ENSRNOG00000019598	Vegfa	protein_coding	vascular endothelial growth factor A [Source:RGD Symbol;Acc:619991]
ENSRNOG00000019604	Pld2	protein_coding	phospholipase D2 [Source:RGD Symbol;Acc:3350]
ENSRNOG00000019606	Trpv3	protein_coding	transient receptor potential cation channel, subfamily V, member 3 [Source:RGD Symbol;Acc:1564531]
ENSRNOG00000019612	Haghl	protein_coding	hydroxyacylglutathione hydrolase-like [Source:RGD Symbol;Acc:1308042]
ENSRNOG00000019622	Ackr3	protein_coding	atypical chemokine receptor 3 [Source:RGD Symbol;Acc:620601]
ENSRNOG00000019624	Morc2	protein_coding	MORC family CW-type zinc finger 2 [Source:RGD Symbol;Acc:1310842]
ENSRNOG00000019634	Eif4e2	protein_coding	eukaryotic translation initiation factor 4E family member 2 [Source:RGD Symbol;Acc:1307790]
ENSRNOG00000019635	Cops8	protein_coding	COP9 signalosome subunit 8 [Source:RGD Symbol;Acc:1311404]
ENSRNOG00000019645	Osbp2	protein_coding	oxysterol binding protein 2 [Source:RGD Symbol;Acc:1310505]
ENSRNOG00000019648	Col6a3	protein_coding	collagen type VI alpha 3 chain [Source:RGD Symbol;Acc:1308704]
ENSRNOG00000019659	Aspa	protein_coding	aspartoacylase [Source:RGD Symbol;Acc:621693]
ENSRNOG00000019684	Antkmt	protein_coding	adenine nucleotide translocase lysine methyltransferase [Source:RGD Symbol;Acc:1306126]
ENSRNOG00000019692	Metrn	protein_coding	meteorin, glial cell differentiation regulator [Source:RGD Symbol;Acc:1306222]
ENSRNOG00000019704	Resp18	protein_coding	regulated endocrine-specific protein 18 [Source:RGD Symbol;Acc:3555]
ENSRNOG00000019713	Wdr24	protein_coding	WD repeat domain 24 [Source:RGD Symbol;Acc:1304803]
ENSRNOG00000019729	Jmjd8	protein_coding	jumonji domain containing 8 [Source:RGD Symbol;Acc:1307381]
ENSRNOG00000019734	Mrpl14	protein_coding	mitochondrial ribosomal protein L14 [Source:RGD Symbol;Acc:1306240]
ENSRNOG00000019742	Stat3	protein_coding	signal transducer and activator of transcription 3 [Source:RGD Symbol;Acc:3772]
ENSRNOG00000019743	Tmem63b	protein_coding	transmembrane protein 63B [Source:RGD Symbol;Acc:1305862]
ENSRNOG00000019752	Slc29a1	protein_coding	solute carrier family 29 member 1 [Source:RGD Symbol;Acc:61899]
ENSRNOG00000019763	Mlph	protein_coding	melanophilin [Source:RGD Symbol;Acc:1310733]
ENSRNOG00000019772	Dnpep	protein_coding	aspartyl aminopeptidase [Source:RGD Symbol;Acc:1583848]
ENSRNOG00000019778		protein_coding	
ENSRNOG00000019798	Stub1	protein_coding	STIP1 homology and U-box containing protein 1 [Source:RGD Symbol;Acc:1306167]
ENSRNOG00000019810	Des	protein_coding	desmin [Source:RGD Symbol;Acc:620686]
ENSRNOG00000019830	Hsd17b1	protein_coding	hydroxysteroid (17-beta) dehydrogenase 1 [Source:RGD Symbol;Acc:2836]
ENSRNOG00000019834	Hsp90ab1	protein_coding	heat shock protein 90 alpha family class B member 1 [Source:RGD Symbol;Acc:1303075]
ENSRNOG00000019840	Mdp1	protein_coding	magnesium-dependent phosphatase 1 [Source:RGD Symbol;Acc:1311147]
ENSRNOG00000019850	Speg	protein_coding	striated muscle enriched protein kinase [Source:RGD Symbol;Acc:2124]
ENSRNOG00000019871	Prlh	protein_coding	prolactin releasing hormone [Source:RGD Symbol;Acc:628634]
ENSRNOG00000019892	Lrrfip1	protein_coding	LRR binding FLII interacting protein 1 [Source:RGD Symbol;Acc:1359548]
ENSRNOG00000019895	Nedd8	protein_coding	NEDD8 ubiquitin like modifier [Source:RGD Symbol;Acc:3158]
ENSRNOG00000019898	Olr1507	protein_coding	olfactory receptor 1507 [Source:RGD Symbol;Acc:1333058]
ENSRNOG00000019900	Slc35b2	protein_coding	solute carrier family 35 member B2 [Source:RGD Symbol;Acc:1565318]
ENSRNOG00000019907	Nfkbie	protein_coding	NFKB inhibitor epsilon [Source:RGD Symbol;Acc:735070]
ENSRNOG00000019918	Coasy	protein_coding	Coenzyme A synthase [Source:RGD Symbol;Acc:1549767]
ENSRNOG00000019921	Rhbdl1	protein_coding	rhomboid like 1 [Source:RGD Symbol;Acc:620699]
ENSRNOG00000019926	Ramp1	protein_coding	receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418]
ENSRNOG00000019930	Rhot2	protein_coding	ras homolog family member T2 [Source:RGD Symbol;Acc:727970]
ENSRNOG00000019946	Gmppa	protein_coding	GDP-mannose pyrophosphorylase A [Source:RGD Symbol;Acc:1560644]
ENSRNOG00000019953	Ube2f	protein_coding	ubiquitin-conjugating enzyme E2F (putative) [Source:RGD Symbol;Acc:1307608]
ENSRNOG00000019961	Tcte1	protein_coding	t-complex-associated testis expressed 1 [Source:RGD Symbol;Acc:1305744]
ENSRNOG00000019963	Spats1	protein_coding	spermatogenesis associated, serine-rich 1 [Source:RGD Symbol;Acc:631367]
ENSRNOG00000019975	Cdc5l	protein_coding	cell division cycle 5-like [Source:RGD Symbol;Acc:70892]
ENSRNOG00000019983	Mlx	protein_coding	MAX dimerization protein MLX [Source:RGD Symbol;Acc:1308590]
ENSRNOG00000019985	Asic4	protein_coding	acid sensing ion channel subunit family member 4 [Source:RGD Symbol;Acc:621068]
ENSRNOG00000020006	Wdr90	protein_coding	WD repeat domain 90 [Source:RGD Symbol;Acc:7520481]
ENSRNOG00000020022	Psmc3ip	protein_coding	PSMC3 interacting protein [Source:RGD Symbol;Acc:621885]
ENSRNOG00000020029	Mcrip2	protein_coding	MAPK regulated co-repressor interacting protein 2 [Source:RGD Symbol;Acc:1592603]
ENSRNOG00000020038	Chpf	protein_coding	chondroitin polymerizing factor [Source:RGD Symbol;Acc:1359458]
ENSRNOG00000020056	Retreg3	protein_coding	reticulophagy regulator family member 3 [Source:RGD Symbol;Acc:1561189]
ENSRNOG00000020061	Tmem198	protein_coding	transmembrane protein 198 [Source:RGD Symbol;Acc:2319152]
ENSRNOG00000020067	Rab40c	protein_coding	Rab40c, member RAS oncogene family [Source:RGD Symbol;Acc:727914]
ENSRNOG00000020083	Scly	protein_coding	selenocysteine lyase [Source:RGD Symbol;Acc:1359514]
ENSRNOG00000020097	Inha	protein_coding	inhibin subunit alpha [Source:RGD Symbol;Acc:2912]
ENSRNOG00000020105	Klhl30	protein_coding	kelch-like family member 30 [Source:RGD Symbol;Acc:1309644]
ENSRNOG00000020107	Stk11ip	protein_coding	serine/threonine kinase 11 interacting protein [Source:RGD Symbol;Acc:1305046]
ENSRNOG00000020115	Ilkap	protein_coding	ILK associated serine/threonine phosphatase [Source:RGD Symbol;Acc:620128]
ENSRNOG00000020136	Tgm1	protein_coding	transglutaminase 1 [Source:RGD Symbol;Acc:61838]
ENSRNOG00000020138	Slc4a3	protein_coding	solute carrier family 4 member 3 [Source:RGD Symbol;Acc:3712]
ENSRNOG00000020140	Pigq	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:RGD Symbol;Acc:1359535]
ENSRNOG00000020153	Supt3h	protein_coding	SPT3 homolog, SAGA and STAGA complex component [Source:RGD Symbol;Acc:1591316]
ENSRNOG00000020166	Znrd1as	protein_coding	zinc ribbon domain containing 1 antisense [Source:RGD Symbol;Acc:1590246]
ENSRNOG00000020189	Tinf2	protein_coding	TERF1 interacting nuclear factor 2 [Source:RGD Symbol;Acc:1359192]
ENSRNOG00000020193	Runx2	protein_coding	RUNX family transcription factor 2 [Source:RGD Symbol;Acc:2282]
ENSRNOG00000020194	Hes6	protein_coding	hes family bHLH transcription factor 6 [Source:RGD Symbol;Acc:1312047]
ENSRNOG00000020212	Prr35	protein_coding	proline rich 35 [Source:RGD Symbol;Acc:1598335]
ENSRNOG00000020213	Tubg1	protein_coding	tubulin, gamma 1 [Source:RGD Symbol;Acc:628606]
ENSRNOG00000020216	Gmpr2	protein_coding	guanosine monophosphate reductase 2 [Source:RGD Symbol;Acc:628875]
ENSRNOG00000020238	Plekhh3	protein_coding	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:RGD Symbol;Acc:1304854]
ENSRNOG00000020239	Capn15	protein_coding	calpain 15 [Source:RGD Symbol;Acc:1306514]
ENSRNOG00000020254	Per2	protein_coding	period circadian regulator 2 [Source:RGD Symbol;Acc:61945]
ENSRNOG00000020264	Dhrs1	protein_coding	dehydrogenase/reductase 1 [Source:RGD Symbol;Acc:1359172]
ENSRNOG00000020275	Ccr10	protein_coding	C-C motif chemokine receptor 10 [Source:RGD Symbol;Acc:1310716]
ENSRNOG00000020277	Cntnap1	protein_coding	contactin associated protein 1 [Source:RGD Symbol;Acc:70902]
ENSRNOG00000020321	Nop9	protein_coding	NOP9 nucleolar protein [Source:RGD Symbol;Acc:1308396]
ENSRNOG00000020322	Asb1	protein_coding	ankyrin repeat and SOCS box-containing 1 [Source:RGD Symbol;Acc:1310760]
ENSRNOG00000020336	Ezh1	protein_coding	enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:RGD Symbol;Acc:1305028]
ENSRNOG00000020355	Twist2	protein_coding	twist family bHLH transcription factor 2 [Source:RGD Symbol;Acc:621286]
ENSRNOG00000020372	Hdac4	protein_coding	histone deacetylase 4 [Source:RGD Symbol;Acc:619979]
ENSRNOG00000020374	Pgap6	protein_coding	post-glycosylphosphatidylinositol attachment to proteins 6 [Source:RGD Symbol;Acc:1311395]
ENSRNOG00000020377	Cideb	protein_coding	cell death-inducing DFFA-like effector b [Source:RGD Symbol;Acc:1310000]
ENSRNOG00000020382	Ltb4r2	protein_coding	leukotriene B4 receptor 2 [Source:RGD Symbol;Acc:621029]
ENSRNOG00000020401	Adcy4	protein_coding	adenylate cyclase 4 [Source:RGD Symbol;Acc:2034]
ENSRNOG00000020441	Vps25	protein_coding	WNK lysine deficient protein kinase 4 [Source:RGD Symbol;Acc:631401]
ENSRNOG00000020465	Ripk3	protein_coding	receptor-interacting serine-threonine kinase 3 [Source:RGD Symbol;Acc:628899]
ENSRNOG00000020482	Nfatc4	protein_coding	nuclear factor of activated T-cells 4 [Source:RGD Symbol;Acc:1310749]
ENSRNOG00000020487	Coa3	protein_coding	cytochrome C oxidase assembly factor 3 [Source:RGD Symbol;Acc:1564337]
ENSRNOG00000020488	Luc7l	protein_coding	LUC7-like [Source:RGD Symbol;Acc:1307542]
ENSRNOG00000020503	Cbln3	protein_coding	cerebellin 3 precursor [Source:RGD Symbol;Acc:1563731]
ENSRNOG00000020506	Khnyn	protein_coding	KH and NYN domain containing [Source:RGD Symbol;Acc:1565688]
ENSRNOG00000020513	Becn1	protein_coding	beclin 1 [Source:RGD Symbol;Acc:620190]
ENSRNOG00000020536	Hbz	protein_coding	hemoglobin subunit zeta [Source:RGD Symbol;Acc:1307486]
ENSRNOG00000020541	Nprl3	protein_coding	NPR3-like, GATOR1 complex subunit [Source:RGD Symbol;Acc:1308665]
ENSRNOG00000020544	Sdr39u1	protein_coding	short chain dehydrogenase/reductase family 39U, member 1 [Source:RGD Symbol;Acc:1309307]
ENSRNOG00000020563	Cma1	protein_coding	chymase 1 [Source:RGD Symbol;Acc:2365]
ENSRNOG00000020571	Mpg	protein_coding	N-methylpurine-DNA glycosylase [Source:RGD Symbol;Acc:3106]
ENSRNOG00000020594	Rhbdf1	protein_coding	rhomboid 5 homolog 1 [Source:RGD Symbol;Acc:1305075]
ENSRNOG00000020625		protein_coding	
ENSRNOG00000020626	Snrnp25	protein_coding	small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:RGD Symbol;Acc:1310922]
ENSRNOG00000020630	Il9r	protein_coding	interleukin 9 receptor [Source:RGD Symbol;Acc:2907]
ENSRNOG00000020644	Nsg2	protein_coding	neuronal vesicle trafficking associated 2 [Source:RGD Symbol;Acc:1563944]
ENSRNOG00000020658	Aarsd1	protein_coding	alanyl-tRNA synthetase domain containing 1 [Source:RGD Symbol;Acc:1561650]
ENSRNOG00000020674	Rpl27	protein_coding	ribosomal protein L27 [Source:RGD Symbol;Acc:621192]
ENSRNOG00000020678	Ifi35	protein_coding	interferon-induced protein 35 [Source:RGD Symbol;Acc:1304553]
ENSRNOG00000020684	Vat1	protein_coding	vesicle amine transport 1 [Source:RGD Symbol;Acc:1308943]
ENSRNOG00000020685	Atp12a	protein_coding	ATPase H+/K+ transporting non-gastric alpha2 subunit [Source:RGD Symbol;Acc:620569]
ENSRNOG00000020698	Rnd2	protein_coding	Rho family GTPase 2 [Source:RGD Symbol;Acc:1306172]
ENSRNOG00000020701	Brca1	protein_coding	BRCA1, DNA repair associated [Source:RGD Symbol;Acc:2218]
ENSRNOG00000020717	Bod1	protein_coding	biorientation of chromosomes in cell division 1 [Source:RGD Symbol;Acc:1305622]
ENSRNOG00000020729	Stc2	protein_coding	stanniocalcin 2 [Source:RGD Symbol;Acc:621777]
ENSRNOG00000020730	Nbr1	protein_coding	NBR1, autophagy cargo receptor [Source:RGD Symbol;Acc:69195]
ENSRNOG00000020747	Nkx2-5	protein_coding	NK2 homeobox 5 [Source:RGD Symbol;Acc:620520]
ENSRNOG00000020749	AC095278.1	protein_coding	similar to BAX protein, cytoplasmic isoform delta [Source:RGD Symbol;Acc:1596776]
ENSRNOG00000020751	Rdm1	protein_coding	RAD52 motif containing 1 [Source:RGD Symbol;Acc:1310432]
ENSRNOG00000020753	Bnip1	protein_coding	BCL2 interacting protein 1 [Source:RGD Symbol;Acc:620799]
ENSRNOG00000020769	Crebrf	protein_coding	CREB3 regulatory factor [Source:RGD Symbol;Acc:1310862]
ENSRNOG00000020770	Arl4d	protein_coding	ADP-ribosylation factor like GTPase 4D [Source:RGD Symbol;Acc:1306875]
ENSRNOG00000020771	Sap18	protein_coding	Sin3A associated protein 18 [Source:RGD Symbol;Acc:1310388]
ENSRNOG00000020772	Dhx8	protein_coding	DEAH-box helicase 8 [Source:RGD Symbol;Acc:1310723]
ENSRNOG00000020782	Pspc1	protein_coding	paraspeckle component 1 [Source:RGD Symbol;Acc:1310122]
ENSRNOG00000020792	Etv4	protein_coding	ETS variant transcription factor 4 [Source:RGD Symbol;Acc:1306524]
ENSRNOG00000020803	Meox1	protein_coding	mesenchyme homeobox 1 [Source:RGD Symbol;Acc:1308911]
ENSRNOG00000020837	Cd300lg	protein_coding	Cd300 molecule-like family member G [Source:RGD Symbol;Acc:1584376]
ENSRNOG00000020843	Ftl1	protein_coding	ferritin light chain 1 [Source:RGD Symbol;Acc:61813]
ENSRNOG00000020874	Ppy	protein_coding	pancreatic polypeptide [Source:RGD Symbol;Acc:3385]
ENSRNOG00000020877	Pyy	protein_coding	peptide YY [Source:RGD Symbol;Acc:1593289]
ENSRNOG00000020879	Nags	protein_coding	N-acetylglutamate synthase [Source:RGD Symbol;Acc:1565783]
ENSRNOG00000020894	Lsm12	protein_coding	LSM12 homolog [Source:RGD Symbol;Acc:1309441]
ENSRNOG00000020902	G6pc3	protein_coding	glucose 6 phosphatase catalytic subunit 3 [Source:RGD Symbol;Acc:727875]
ENSRNOG00000020905	Hdac5	protein_coding	histone deacetylase 5 [Source:RGD Symbol;Acc:619980]
ENSRNOG00000020908	Hrob	protein_coding	homologous recombination factor with OB-fold [Source:RGD Symbol;Acc:1305385]
ENSRNOG00000020916	Tmub2	protein_coding	transmembrane and ubiquitin-like domain containing 2 [Source:RGD Symbol;Acc:1304758]
ENSRNOG00000020930	Atxn7l3	protein_coding	ataxin 7-like 3 [Source:RGD Symbol;Acc:1311493]
