gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT	gene	gene_biotype	external_gene_name	description
ENSG00000213699	0	0	0	0	0	1	ENSG00000213699	protein_coding	SLC35F6	solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055]
ENSG00000132854	0	0	0	0	0	1	ENSG00000132854	protein_coding	KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]
ENSG00000104964	0	0	0	0	0	1	ENSG00000104964	protein_coding	TLE5	TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]
ENSG00000135643	0	0	0	0	0	1	ENSG00000135643	protein_coding	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]
ENSG00000138074	0	0	0	0	0	1	ENSG00000138074	protein_coding	SLC5A6	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]
ENSG00000110811	0	0	0	0	0	1	ENSG00000110811	protein_coding	P3H3	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]
ENSG00000139117	0	0	0	0	0	1	ENSG00000139117	protein_coding	CPNE8	copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]
ENSG00000118965	0	0	0	0	0	1	ENSG00000118965	protein_coding	WDR35	WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]
ENSG00000138028	0	0	0	0	0	1	ENSG00000138028	protein_coding	CGREF1	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]
ENSG00000166949	0	0	0	0	0	1	ENSG00000166949	protein_coding	SMAD3	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]
ENSG00000183397	0	0	0	0	0	1	ENSG00000183397	protein_coding	TEKTIP1	tektin bundle interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:34496]
ENSG00000161091	0	0	0	0	0	1	ENSG00000161091	protein_coding	MFSD12	major facilitator superfamily domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28299]
ENSG00000138031	0	0	0	0	0	1	ENSG00000138031	protein_coding	ADCY3	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]
ENSG00000156127	0	0	0	0	0	1	ENSG00000156127	protein_coding	BATF	basic leucine zipper ATF-like transcription factor [Source:HGNC Symbol;Acc:HGNC:958]
ENSG00000205707	0	0	0	0	0	1	ENSG00000205707	protein_coding	ETFRF1	electron transfer flavoprotein regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:27052]
ENSG00000198837	0	0	0	0	0	1	ENSG00000198837	protein_coding	DENND4B	DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]
ENSG00000029153	0	0	0	0	0	1	ENSG00000029153	protein_coding	BMAL2	basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol;Acc:HGNC:18984]
ENSG00000084731	0	0	0	0	0	1	ENSG00000084731	protein_coding	KIF3C	kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]
ENSG00000139200	0	0	0	0	0	1	ENSG00000139200	protein_coding	PIANP	PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]
ENSG00000122585	0	0	0	0	0	1	ENSG00000122585	protein_coding	NPY	neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]
ENSG00000103599	0	0	0	0	0	1	ENSG00000103599	protein_coding	IQCH	IQ motif containing H [Source:HGNC Symbol;Acc:HGNC:25721]
ENSG00000106565	0	0	0	0	0	1	ENSG00000106565	protein_coding	TMEM176B	transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]
ENSG00000008394	0	0	0	0	0	1	ENSG00000008394	protein_coding	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
ENSG00000166268	0	0	0	0	0	1	ENSG00000166268	protein_coding	MYRFL	myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]
ENSG00000173157	0	0	0	0	0	1	ENSG00000173157	protein_coding	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20 [Source:HGNC Symbol;Acc:HGNC:17178]
ENSG00000175206	0	0	0	0	0	1	ENSG00000175206	protein_coding	NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]
ENSG00000127324	0	0	0	0	0	1	ENSG00000127324	protein_coding	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]
ENSG00000211454	0	0	0	0	0	1	ENSG00000211454	protein_coding	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24056]
ENSG00000068697	0	0	0	0	0	1	ENSG00000068697	protein_coding	LAPTM4A	lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]
ENSG00000172399	0	0	0	0	0	1	ENSG00000172399	protein_coding	MYOZ2	myozenin 2 [Source:HGNC Symbol;Acc:HGNC:1330]
ENSG00000110243	0	0	0	0	0	1	ENSG00000110243	protein_coding	APOA5	apolipoprotein A5 [Source:HGNC Symbol;Acc:HGNC:17288]
ENSG00000075240	0	0	0	0	0	1	ENSG00000075240	protein_coding	GRAMD4	GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]
ENSG00000005073	0	0	0	0	0	1	ENSG00000005073	protein_coding	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]
ENSG00000006747	0	0	0	0	0	1	ENSG00000006747	protein_coding	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]
ENSG00000139174	0	0	0	0	0	1	ENSG00000139174	protein_coding	PRICKLE1	prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]
ENSG00000111261	0	0	0	0	0	1	ENSG00000111261	protein_coding	MANSC1	MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]
ENSG00000078399	0	0	0	0	0	1	ENSG00000078399	protein_coding	HOXA9	homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]
ENSG00000185519	0	0	0	0	0	1	ENSG00000185519	protein_coding	FAM131C	family with sequence similarity 131 member C [Source:HGNC Symbol;Acc:HGNC:26717]
ENSG00000078246	0	0	0	0	0	1	ENSG00000078246	protein_coding	TULP3	TUB like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]
ENSG00000169914	0	0	0	0	0	1	ENSG00000169914	protein_coding	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]
ENSG00000134532	0	0	0	0	0	1	ENSG00000134532	protein_coding	SOX5	SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]
ENSG00000153233	0	0	0	0	0	1	ENSG00000153233	protein_coding	PTPRR	protein tyrosine phosphatase receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]
ENSG00000185532	0	0	0	0	0	1	ENSG00000185532	protein_coding	PRKG1	protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414]
ENSG00000198513	0	0	0	0	0	1	ENSG00000198513	protein_coding	ATL1	atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]
ENSG00000137821	0	0	0	0	0	1	ENSG00000137821	protein_coding	LRRC49	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]
ENSG00000129480	0	0	0	0	0	1	ENSG00000129480	protein_coding	DTD2	D-aminoacyl-tRNA deacylase 2 [Source:HGNC Symbol;Acc:HGNC:20277]
ENSG00000162981	0	0	0	0	0	1	ENSG00000162981	protein_coding	LRATD1	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]
ENSG00000139173	0	0	0	0	0	1	ENSG00000139173	protein_coding	TMEM117	transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]
ENSG00000163520	0	0	0	0	0	1	ENSG00000163520	protein_coding	FBLN2	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
ENSG00000118473	0	0	0	0	0	1	ENSG00000118473	protein_coding	SGIP1	SH3GL interacting endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:25412]
ENSG00000111783	0	0	0	0	0	1	ENSG00000111783	protein_coding	RFX4	regulatory factor X4 [Source:HGNC Symbol;Acc:HGNC:9985]
ENSG00000122644	0	0	0	0	0	1	ENSG00000122644	protein_coding	ARL4A	ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]
ENSG00000028137	0	0	0	0	0	1	ENSG00000028137	protein_coding	TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
ENSG00000151779	0	0	0	0	0	1	ENSG00000151779	protein_coding	NBAS	NBAS subunit of NRZ tethering complex [Source:HGNC Symbol;Acc:HGNC:15625]
ENSG00000172986	0	0	0	0	0	1	ENSG00000172986	protein_coding	GXYLT2	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]
ENSG00000180739	0	0	0	0	0	1	ENSG00000180739	protein_coding	S1PR5	sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]
ENSG00000144535	0	0	0	0	0	1	ENSG00000144535	protein_coding	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
ENSG00000064309	0	0	0	0	0	1	ENSG00000064309	protein_coding	CDON	cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]
ENSG00000162444	0	0	0	0	0	1	ENSG00000162444	protein_coding	RBP7	retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]
ENSG00000170876	0	0	0	0	0	1	ENSG00000170876	protein_coding	TMEM43	transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]
ENSG00000165617	0	0	0	0	0	1	
ENSG00000097021	0	0	0	0	0	1	
ENSG00000127314	0	0	0	0	0	1	ENSG00000127314	protein_coding	RAP1B	RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]
ENSG00000109906	0	0	0	0	0	1	ENSG00000109906	protein_coding	ZBTB16	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
ENSG00000169006	0	0	0	0	0	1	ENSG00000169006	protein_coding	NTSR2	neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]
ENSG00000196208	0	0	0	0	0	1	ENSG00000196208	protein_coding	GREB1	growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]
ENSG00000188906	0	0	0	0	0	1	ENSG00000188906	protein_coding	LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
ENSG00000183258	0	0	0	0	0	1	ENSG00000183258	protein_coding	DDX41	DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]
ENSG00000150873	0	0	0	0	0	1	ENSG00000150873	protein_coding	C2orf50	chromosome 2 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26324]
ENSG00000100490	0	0	0	0	0	1	ENSG00000100490	protein_coding	CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]
ENSG00000157985	0	0	0	0	0	1	ENSG00000157985	protein_coding	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]
ENSG00000198963	0	0	0	0	0	1	ENSG00000198963	protein_coding	RORB	RAR related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259]
ENSG00000189409	0	0	0	0	0	1	ENSG00000189409	protein_coding	MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]
ENSG00000123104	0	0	0	0	0	1	ENSG00000123104	protein_coding	ITPR2	inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]
ENSG00000114861	0	0	0	0	0	1	ENSG00000114861	protein_coding	FOXP1	forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]
ENSG00000139112	0	0	0	0	0	1	ENSG00000139112	protein_coding	GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]
ENSG00000165028	0	0	0	0	0	1	ENSG00000165028	protein_coding	NIPSNAP3B	nipsnap homolog 3B [Source:HGNC Symbol;Acc:HGNC:23641]
ENSG00000136783	0	0	0	0	0	1	ENSG00000136783	protein_coding	NIPSNAP3A	nipsnap homolog 3A [Source:HGNC Symbol;Acc:HGNC:23619]
ENSG00000165929	0	0	0	0	0	1	ENSG00000165929	protein_coding	TC2N	tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]
ENSG00000139168	0	0	0	0	0	1	ENSG00000139168	protein_coding	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]
ENSG00000171310	0	0	0	0	0	1	ENSG00000171310	protein_coding	CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
ENSG00000148123	0	0	0	0	0	1	ENSG00000148123	protein_coding	PLPPR1	phospholipid phosphatase related 1 [Source:HGNC Symbol;Acc:HGNC:25993]
ENSG00000100784	0	0	0	0	0	1	ENSG00000100784	protein_coding	RPS6KA5	ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
ENSG00000134283	0	0	0	0	0	1	ENSG00000134283	protein_coding	PPHLN1	periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]
ENSG00000166938	0	0	0	0	0	1	ENSG00000166938	protein_coding	DIS3L	DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]
ENSG00000179051	0	0	0	0	0	1	ENSG00000179051	protein_coding	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
ENSG00000144867	0	0	0	0	0	1	ENSG00000144867	protein_coding	SRPRB	SRP receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:24085]
ENSG00000187097	0	0	0	0	0	1	ENSG00000187097	protein_coding	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]
ENSG00000184588	0	0	0	0	0	1	ENSG00000184588	protein_coding	PDE4B	phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
ENSG00000111405	0	0	0	0	0	1	ENSG00000111405	protein_coding	ENDOU	endonuclease, poly(U) specific [Source:HGNC Symbol;Acc:HGNC:14369]
ENSG00000163637	0	0	0	0	0	1	ENSG00000163637	protein_coding	PRICKLE2	prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340]
ENSG00000162976	0	0	0	0	0	1	ENSG00000162976	protein_coding	SLC66A3	solute carrier family 66 member 3 [Source:HGNC Symbol;Acc:HGNC:28503]
ENSG00000119326	0	0	0	0	0	1	ENSG00000119326	protein_coding	CTNNAL1	catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]
ENSG00000183741	0	0	0	0	0	1	ENSG00000183741	protein_coding	CBX6	chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]
ENSG00000074410	0	0	0	0	0	1	ENSG00000074410	protein_coding	CA12	carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]
ENSG00000205693	0	0	0	0	0	1	ENSG00000205693	protein_coding	MANSC4	MANSC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:40023]
ENSG00000204262	0	0	0	0	0	1	ENSG00000204262	protein_coding	COL5A2	collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]
ENSG00000143797	0	0	0	0	0	1	ENSG00000143797	protein_coding	MBOAT2	membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]
ENSG00000162576	0	0	0	0	0	1	ENSG00000162576	protein_coding	MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]
ENSG00000135454	0	0	0	0	0	1	ENSG00000135454	protein_coding	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]
ENSG00000116774	0	0	0	0	0	1	ENSG00000116774	protein_coding	OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]
ENSG00000106125	0	0	0	0	0	1	ENSG00000106125	protein_coding	MINDY4	MINDY lysine 48 deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:21916]
ENSG00000120057	0	0	0	0	0	1	ENSG00000120057	protein_coding	SFRP5	secreted frizzled related protein 5 [Source:HGNC Symbol;Acc:HGNC:10779]
ENSG00000186976	0	0	0	0	0	1	ENSG00000186976	protein_coding	EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]
ENSG00000150455	0	0	0	0	0	1	ENSG00000150455	protein_coding	TIRAP	TIR domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192]
ENSG00000015133	0	0	0	0	0	1	ENSG00000015133	protein_coding	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
ENSG00000119703	0	0	0	0	0	1	ENSG00000119703	protein_coding	ZC2HC1C	zinc finger C2HC-type containing 1C [Source:HGNC Symbol;Acc:HGNC:20354]
ENSG00000164039	0	0	0	0	0	1	ENSG00000164039	protein_coding	BDH2	3-hydroxybutyrate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:32389]
ENSG00000104324	0	0	0	0	0	1	ENSG00000104324	protein_coding	CPQ	carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]
ENSG00000214063	0	0	0	0	0	1	ENSG00000214063	protein_coding	TSPAN4	tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]
ENSG00000134121	0	0	0	0	0	1	ENSG00000134121	protein_coding	CHL1	cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]
ENSG00000162490	0	0	0	0	0	1	ENSG00000162490	protein_coding	DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]
ENSG00000204291	0	0	0	0	0	1	ENSG00000204291	protein_coding	COL15A1	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]
ENSG00000135407	0	0	0	0	0	1	ENSG00000135407	protein_coding	AVIL	advillin [Source:HGNC Symbol;Acc:HGNC:14188]
ENSG00000134107	0	0	0	0	0	1	ENSG00000134107	protein_coding	BHLHE40	basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]
ENSG00000123427	0	0	0	0	0	1	ENSG00000123427	protein_coding	EEF1AKMT3	EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936]
ENSG00000151693	0	0	0	0	0	1	ENSG00000151693	protein_coding	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]
ENSG00000163590	0	0	0	0	0	1	ENSG00000163590	protein_coding	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]
ENSG00000139354	0	0	0	0	0	1	ENSG00000139354	protein_coding	GAS2L3	growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]
ENSG00000138615	0	0	0	0	0	1	ENSG00000138615	protein_coding	CILP	cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]
ENSG00000182985	0	0	0	0	0	1	ENSG00000182985	protein_coding	CADM1	cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]
ENSG00000258597	0	0	0	0	0	1	ENSG00000258597	protein_coding	SERPINA2	serpin family A member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8985]
ENSG00000236761	0	0	0	0	0	1	ENSG00000236761	protein_coding	CTAGE9	CTAGE family member 9 [Source:HGNC Symbol;Acc:HGNC:37275]
ENSG00000271321	0	0	0	0	0	1	ENSG00000271321	protein_coding	CTAGE6	CTAGE family member 6 [Source:HGNC Symbol;Acc:HGNC:28644]
ENSG00000150527	0	0	0	0	0	1	ENSG00000150527	protein_coding	MIA2	MIA SH3 domain ER export factor 2 [Source:HGNC Symbol;Acc:HGNC:18432]
ENSG00000212710	0	0	0	0	0	1	ENSG00000212710	protein_coding	CTAGE1	cutaneous T cell lymphoma-associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:24346]
ENSG00000288784	0	0	0	0	0	1	ENSG00000288784	protein_coding	CTAGE4	CTAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:24772]
ENSG00000271079	0	0	0	0	0	1	ENSG00000271079	protein_coding	CTAGE15	CTAGE family member 15 [Source:HGNC Symbol;Acc:HGNC:37295]
ENSG00000289604	0	0	0	0	0	1	ENSG00000289604	protein_coding	CTAGE8	CTAGE family member 8 [Source:HGNC Symbol;Acc:HGNC:37294]
ENSG00000133805	0	0	0	0	0	1	ENSG00000133805	protein_coding	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]
ENSG00000205795	0	0	0	0	0	1	ENSG00000205795	protein_coding	CYS1	cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]
ENSG00000123384	0	0	0	0	0	1	ENSG00000123384	protein_coding	LRP1	LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]
ENSG00000171462	0	0	0	0	0	1	ENSG00000171462	protein_coding	DLK2	delta like non-canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:21113]
ENSG00000241635	0	0	0	0	0	1	ENSG00000241635	protein_coding	UGT1A1	UDP glucuronosyltransferase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:12530]
ENSG00000100300	0	0	0	0	0	1	ENSG00000100300	protein_coding	TSPO	translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]
ENSG00000166886	0	0	0	0	0	1	ENSG00000166886	protein_coding	NAB2	NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]
ENSG00000111670	0	0	0	0	0	1	ENSG00000111670	protein_coding	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670]
ENSG00000173599	0	0	0	0	0	1	ENSG00000173599	protein_coding	PC	pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]
ENSG00000165923	0	0	0	0	0	1	ENSG00000165923	protein_coding	AGBL2	AGBL carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:26296]
ENSG00000169439	0	0	0	0	0	1	ENSG00000169439	protein_coding	SDC2	syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]
ENSG00000113140	0	0	0	0	0	1	ENSG00000113140	protein_coding	SPARC	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]
ENSG00000109944	0	0	0	0	0	1	ENSG00000109944	protein_coding	JHY	junctional cadherin complex regulator [Source:HGNC Symbol;Acc:HGNC:26288]
ENSG00000164920	0	0	0	0	0	1	ENSG00000164920	protein_coding	OSR2	odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]
ENSG00000069812	0	0	0	0	0	1	ENSG00000069812	protein_coding	HES2	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]
ENSG00000119698	0	0	0	0	0	1	ENSG00000119698	protein_coding	PPP4R4	protein phosphatase 4 regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788]
ENSG00000166250	0	0	0	0	0	1	ENSG00000166250	protein_coding	CLMP	CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]
ENSG00000100427	0	0	0	0	0	1	ENSG00000100427	protein_coding	MLC1	modulator of VRAC current 1 [Source:HGNC Symbol;Acc:HGNC:17082]
ENSG00000042445	0	0	0	0	0	1	ENSG00000042445	protein_coding	RETSAT	retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991]
ENSG00000196935	0	0	0	0	0	1	ENSG00000196935	protein_coding	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
ENSG00000140093	0	0	0	0	0	1	ENSG00000140093	protein_coding	SERPINA10	serpin family A member 10 [Source:HGNC Symbol;Acc:HGNC:15996]
ENSG00000196091	0	0	0	0	0	1	ENSG00000196091	protein_coding	MYBPC1	myosin binding protein C1 [Source:HGNC Symbol;Acc:HGNC:7549]
ENSG00000100242	0	0	0	0	0	1	ENSG00000100242	protein_coding	SUN2	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]
ENSG00000187961	0	0	0	0	0	1	ENSG00000187961	protein_coding	KLHL17	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]
ENSG00000173621	0	0	0	0	0	1	ENSG00000173621	protein_coding	LRFN4	leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]
ENSG00000174080	0	0	0	0	0	1	ENSG00000174080	protein_coding	CTSF	cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]
ENSG00000070214	0	0	0	0	0	1	ENSG00000070214	protein_coding	SLC44A1	solute carrier family 44 member 1 [Source:HGNC Symbol;Acc:HGNC:18798]
ENSG00000204397	0	0	0	0	0	1	ENSG00000204397	protein_coding	CARD16	caspase recruitment domain family member 16 [Source:HGNC Symbol;Acc:HGNC:33701]
ENSG00000001561	0	0	0	0	0	1	ENSG00000001561	protein_coding	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]
ENSG00000066739	0	0	0	0	0	1	ENSG00000066739	protein_coding	ATG2B	autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]
ENSG00000165389	0	0	0	0	0	1	ENSG00000165389	protein_coding	SPTSSA	serine palmitoyltransferase small subunit A [Source:HGNC Symbol;Acc:HGNC:20361]
ENSG00000110777	0	0	0	0	0	1	ENSG00000110777	protein_coding	POU2AF1	POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]
ENSG00000119471	0	0	0	0	0	1	ENSG00000119471	protein_coding	HSDL2	hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572]
ENSG00000112782	0	0	0	0	0	1	ENSG00000112782	protein_coding	CLIC5	chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517]
ENSG00000183770	0	0	0	0	0	1	ENSG00000183770	protein_coding	FOXL2	forkhead box L2 [Source:HGNC Symbol;Acc:HGNC:1092]
ENSG00000174151	0	0	0	0	0	1	ENSG00000174151	protein_coding	CYB561D1	cytochrome b561 family member D1 [Source:HGNC Symbol;Acc:HGNC:26804]
ENSG00000149968	0	0	0	0	0	1	ENSG00000149968	protein_coding	MMP3	matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]
ENSG00000171119	0	0	0	0	0	1	ENSG00000171119	protein_coding	NRTN	neurturin [Source:HGNC Symbol;Acc:HGNC:8007]
ENSG00000137745	0	0	0	0	0	1	ENSG00000137745	protein_coding	MMP13	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]
ENSG00000122507	0	0	0	0	0	1	ENSG00000122507	protein_coding	BBS9	Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000]
ENSG00000119431	0	0	0	0	0	1	ENSG00000119431	protein_coding	HDHD3	haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171]
