gene	rTS_Plac1	e13.5_KO	e18.5_KO	gene	external_gene_name	gene_biotype	description
ENSRNOG00000030021	0	0	1	ENSRNOG00000030021		protein_coding	
ENSRNOG00000030871	0	0	1	ENSRNOG00000030871	Calm-ps2	protein_coding	calmodulin 2 [Source:RGD Symbol;Acc:2258]
ENSRNOG00000030988	0	0	1	ENSRNOG00000030988	AC136588.2	protein_coding	similar to CG18041-PA [Source:RGD Symbol;Acc:1597115]
ENSRNOG00000031138	0	0	1	ENSRNOG00000031138	Irgm	protein_coding	immunity-related GTPase M [Source:RGD Symbol;Acc:1305163]
ENSRNOG00000032307	0	0	1	ENSRNOG00000032307	Dsel	protein_coding	dermatan sulfate epimerase-like [Source:RGD Symbol;Acc:1307724]
ENSRNOG00000032350	0	0	1	ENSRNOG00000032350	Kcnip4	protein_coding	potassium voltage-gated channel interacting protein 4 [Source:RGD Symbol;Acc:708539]
ENSRNOG00000032659	0	0	1	ENSRNOG00000032659	Plcl1	protein_coding	phospholipase C-like 1 [Source:RGD Symbol;Acc:708420]
ENSRNOG00000033143	0	0	1	ENSRNOG00000033143	Cep295nl	protein_coding	CEP295 N-terminal like [Source:RGD Symbol;Acc:1597046]
ENSRNOG00000033280	0	0	1	ENSRNOG00000033280	Pam	protein_coding	peptidylglycine alpha-amidating monooxygenase [Source:RGD Symbol;Acc:3252]
ENSRNOG00000033734	0	0	1	ENSRNOG00000033734	Tnnt2	protein_coding	troponin T2, cardiac type [Source:RGD Symbol;Acc:3882]
ENSRNOG00000033765	0	0	1	ENSRNOG00000033765	Eif1	protein_coding	eukaryotic translation initiation factor 1 [Source:RGD Symbol;Acc:1306308]
ENSRNOG00000033893	0	0	1	ENSRNOG00000033893	Cacna1h	protein_coding	calcium voltage-gated channel subunit alpha1 H [Source:RGD Symbol;Acc:68943]
ENSRNOG00000033923	0	0	1	ENSRNOG00000033923	Aox2	protein_coding	aldehyde oxidase 2 [Source:RGD Symbol;Acc:1359668]
ENSRNOG00000034177	0	0	1	ENSRNOG00000034177	Efna5	protein_coding	ephrin A5 [Source:RGD Symbol;Acc:620391]
ENSRNOG00000034200	0	0	1	ENSRNOG00000034200	Atp8a1	protein_coding	ATPase phospholipid transporting 8A1 [Source:RGD Symbol;Acc:1309619]
ENSRNOG00000036798	0	0	1	ENSRNOG00000036798	Dusp3	protein_coding	dual specificity phosphatase 3 [Source:RGD Symbol;Acc:1560049]
ENSRNOG00000037402	0	0	1	ENSRNOG00000037402		protein_coding	
ENSRNOG00000039284	0	0	1	ENSRNOG00000039284	Haus4	protein_coding	HAUS augmin-like complex, subunit 4 [Source:RGD Symbol;Acc:1305288]
ENSRNOG00000039698	0	0	1	ENSRNOG00000039698	Prss22	protein_coding	serine protease 22 [Source:RGD Symbol;Acc:1310880]
ENSRNOG00000039856	0	0	1	ENSRNOG00000039856	Lrrc73	protein_coding	leucine rich repeat containing 73 [Source:RGD Symbol;Acc:1561390]
ENSRNOG00000042041	0	0	1	ENSRNOG00000042041	Gal3st1	protein_coding	galactose-3-O-sulfotransferase 1 [Source:RGD Symbol;Acc:1583379]
ENSRNOG00000042189	0	0	1	ENSRNOG00000042189	Rab31	protein_coding	RAB31, member RAS oncogene family [Source:RGD Symbol;Acc:628598]
ENSRNOG00000042201	0	0	1	ENSRNOG00000042201	Efcab2	protein_coding	EF-hand calcium binding domain 2 [Source:RGD Symbol;Acc:1308593]
ENSRNOG00000042251	0	0	1	ENSRNOG00000042251	AABR07030771.1	protein_coding	Cd300 molecule-like family member D [Source:RGD Symbol;Acc:2319739]
ENSRNOG00000042445	0	0	1	ENSRNOG00000042445	AC130970.1	protein_coding	myosin XVB [Source:RGD Symbol;Acc:1597365]
ENSRNOG00000042825	0	0	1	ENSRNOG00000042825	Cd300le	protein_coding	Cd300 molecule-like family member E [Source:RGD Symbol;Acc:1305426]
ENSRNOG00000042915	0	0	1	ENSRNOG00000042915	Mxra7	protein_coding	matrix remodeling associated 7 [Source:RGD Symbol;Acc:1594666]
ENSRNOG00000042980	0	0	1	ENSRNOG00000042980	Adam19	protein_coding	ADAM metallopeptidase domain 19 [Source:RGD Symbol;Acc:1585017]
ENSRNOG00000045775	0	0	1	ENSRNOG00000045775	Rnpepl1	protein_coding	arginyl aminopeptidase like 1 [Source:RGD Symbol;Acc:1595210]
ENSRNOG00000046121	0	0	1	ENSRNOG00000046121	AABR07030793.1	protein_coding	CMRF35-like molecule-like [Source:RGD Symbol;Acc:6502330]
ENSRNOG00000046202	0	0	1	ENSRNOG00000046202	Metrnl	protein_coding	meteorin-like, glial cell differentiation regulator [Source:RGD Symbol;Acc:1359271]
ENSRNOG00000046216	0	0	1	ENSRNOG00000046216	RGD1559482	protein_coding	CD300C molecule 2 [Source:RGD Symbol;Acc:1561778]
ENSRNOG00000046231	0	0	1	ENSRNOG00000046231	Cacna1s	protein_coding	calcium voltage-gated channel subunit alpha1 S [Source:RGD Symbol;Acc:70983]
ENSRNOG00000046330	0	0	1	ENSRNOG00000046330	AABR07029581.1	protein_coding	ring finger protein 130 [Source:RGD Symbol;Acc:1562041]
ENSRNOG00000046377	0	0	1	ENSRNOG00000046377	Btnl9	protein_coding	butyrophilin-like 9 [Source:RGD Symbol;Acc:1590287]
ENSRNOG00000046996	0	0	1	ENSRNOG00000046996	Pea15	protein_coding	proliferation and apoptosis adaptor protein 15 [Source:RGD Symbol;Acc:1306055]
ENSRNOG00000047046	0	0	1	ENSRNOG00000047046	Plin4	protein_coding	perilipin 4 [Source:RGD Symbol;Acc:1590867]
ENSRNOG00000047089	0	0	1	ENSRNOG00000047089	Alkbh7	protein_coding	alkB homolog 7 [Source:RGD Symbol;Acc:1598126]
ENSRNOG00000047218	0	0	1	ENSRNOG00000047218	Clic5	protein_coding	chloride intracellular channel 5 [Source:RGD Symbol;Acc:620659]
ENSRNOG00000047505	0	0	1	ENSRNOG00000047505	Tubb4a	protein_coding	tubulin, beta 4A class IVa [Source:RGD Symbol;Acc:619730]
ENSRNOG00000048053	0	0	1	ENSRNOG00000048053	AC128859.3	protein_coding	schlafen family member 1 [Source:RGD Symbol;Acc:1583007]
ENSRNOG00000048239	0	0	1	ENSRNOG00000048239	Cxcr1	protein_coding	C-X-C motif chemokine receptor 1 [Source:RGD Symbol;Acc:2905]
ENSRNOG00000048282	0	0	1	ENSRNOG00000048282	Mpnd	protein_coding	MPN domain containing [Source:RGD Symbol;Acc:1589335]
ENSRNOG00000048651	0	0	1	ENSRNOG00000048651	Nrtn	protein_coding	neurturin [Source:RGD Symbol;Acc:621494]
ENSRNOG00000048771	0	0	1	ENSRNOG00000048771	RGD1559482	protein_coding	similar to immunoglobulin superfamily, member 7 [Source:RGD Symbol;Acc:1559482]
ENSRNOG00000048819	0	0	1	ENSRNOG00000048819	Rnf11l2	protein_coding	ring finger protein 11-like 2 [Source:RGD Symbol;Acc:1306139]
ENSRNOG00000049361	0	0	1	ENSRNOG00000049361	Gas7	protein_coding	growth arrest specific 7 [Source:RGD Symbol;Acc:621550]
ENSRNOG00000049828	0	0	1	ENSRNOG00000049828	Crlf2	protein_coding	cytokine receptor-like factor 2 [Source:RGD Symbol;Acc:621078]
ENSRNOG00000049876	0	0	1	ENSRNOG00000049876	Prkar1a	protein_coding	protein kinase cAMP-dependent type I regulatory subunit alpha [Source:RGD Symbol;Acc:3391]
ENSRNOG00000050057	0	0	1	ENSRNOG00000050057	Abca3	protein_coding	ATP binding cassette subfamily A member 3 [Source:RGD Symbol;Acc:1307174]
ENSRNOG00000050974	0	0	1	ENSRNOG00000050974	AABR07030773.1	protein_coding	CD300C molecule 2 [Source:RGD Symbol;Acc:1561778]
ENSRNOG00000051180	0	0	1	ENSRNOG00000051180	Chchd2	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:RGD Symbol;Acc:1309819]
ENSRNOG00000051487	0	0	1	ENSRNOG00000051487	Kremen1	protein_coding	kringle containing transmembrane protein 1 [Source:RGD Symbol;Acc:620789]
ENSRNOG00000052354	0	0	1	ENSRNOG00000052354	Arhgef40	protein_coding	Rho guanine nucleotide exchange factor 40 [Source:RGD Symbol;Acc:1308093]
ENSRNOG00000052940	0	0	1	ENSRNOG00000052940	AABR07030791.1	protein_coding	similar to MAIR-IIb [Source:RGD Symbol;Acc:1562156]
ENSRNOG00000053145	0	0	1	ENSRNOG00000053145	Vwa8	protein_coding	von Willebrand factor A domain containing 8 [Source:RGD Symbol;Acc:1308772]
ENSRNOG00000053945	0	0	1	ENSRNOG00000053945	Daam2	protein_coding	dishevelled associated activator of morphogenesis 2 [Source:RGD Symbol;Acc:1306128]
ENSRNOG00000055010	0	0	1	ENSRNOG00000055010	Axin2	protein_coding	axin 2 [Source:RGD Symbol;Acc:69259]
ENSRNOG00000057703	0	0	1	ENSRNOG00000057703	Cabp7	protein_coding	calcium binding protein 7 [Source:RGD Symbol;Acc:1359269]
ENSRNOG00000057855	0	0	1	ENSRNOG00000057855	F5	protein_coding	coagulation factor V [Source:RGD Symbol;Acc:1589758]
ENSRNOG00000058260	0	0	1	ENSRNOG00000058260	Gpbar1	protein_coding	G protein-coupled bile acid receptor 1 [Source:RGD Symbol;Acc:631400]
ENSRNOG00000058681	0	0	1	ENSRNOG00000058681	Tsga10	protein_coding	testis specific 10 [Source:RGD Symbol;Acc:621142]
ENSRNOG00000058739	0	0	1	ENSRNOG00000058739	Snn	protein_coding	stannin [Source:RGD Symbol;Acc:3730]
ENSRNOG00000059061	0	0	1	ENSRNOG00000059061	Uqcr10	protein_coding	ubiquinol-cytochrome c reductase, complex III subunit X [Source:RGD Symbol;Acc:1595126]
ENSRNOG00000059140	0	0	1	ENSRNOG00000059140	Myo1g	protein_coding	myosin IG [Source:RGD Symbol;Acc:1306016]
ENSRNOG00000059479	0	0	1	ENSRNOG00000059479	Adcy1	protein_coding	adenylate cyclase 1 [Source:RGD Symbol;Acc:1309318]
ENSRNOG00000059624	0	0	1	ENSRNOG00000059624	AABR07015889.1	protein_coding	
ENSRNOG00000059957	0	0	1	ENSRNOG00000059957	AABR07021734.1	protein_coding	similar to spermine synthase [Source:RGD Symbol;Acc:1559938]
ENSRNOG00000060615	0	0	1	ENSRNOG00000060615	Rai1	protein_coding	retinoic acid induced 1 [Source:RGD Symbol;Acc:1308500]
ENSRNOG00000060934	0	0	1	ENSRNOG00000060934	Ptx4	protein_coding	pentraxin 4 [Source:RGD Symbol;Acc:1311190]
ENSRNOG00000061152	0	0	1	ENSRNOG00000061152	Mphosph8	protein_coding	poly (ADP-ribose) polymerase family, member 4 [Source:RGD Symbol;Acc:1310524]
ENSRNOG00000061270	0	0	1	ENSRNOG00000061270	Git1	protein_coding	GIT ArfGAP 1 [Source:RGD Symbol;Acc:69331]
ENSRNOG00000061424	0	0	1	ENSRNOG00000061424	Map3k3	protein_coding	mitogen activated protein kinase kinase kinase 3 [Source:RGD Symbol;Acc:1304575]
ENSRNOG00000061484	0	0	1	ENSRNOG00000061484	Adamts2	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 2 [Source:RGD Symbol;Acc:1565950]
ENSRNOG00000063437	0	0	1	ENSRNOG00000063437	Utp14b	protein_coding	U3 small nucleolar RNA-associated protein 14 homolog B-like [Source:RGD Symbol;Acc:7514331]
ENSRNOG00000063584	0	0	1	ENSRNOG00000063584	Rnase1	protein_coding	ribonuclease A family member 1, pancreatic [Source:RGD Symbol;Acc:3574]
ENSRNOG00000063752	0	0	1	ENSRNOG00000063752	Crocc2	protein_coding	ciliary rootlet coiled-coil, rootletin family member 2 [Source:RGD Symbol;Acc:7728853]
ENSRNOG00000063848	0	0	1	ENSRNOG00000063848		protein_coding	
ENSRNOG00000064480	0	0	1	ENSRNOG00000064480	Gmfb	protein_coding	glia maturation factor, beta [Source:RGD Symbol;Acc:70910]
ENSRNOG00000065208	0	0	1	ENSRNOG00000065208		protein_coding	pyrin domain-containing protein 3-like [Source:RGD Symbol;Acc:7636450]
ENSRNOG00000065863	0	0	1	ENSRNOG00000065863	Vmac	protein_coding	vimentin-type intermediate filament associated coiled-coil protein [Source:RGD Symbol;Acc:1303340]
ENSRNOG00000066008	0	0	1	ENSRNOG00000066008	Pecam1	protein_coding	platelet and endothelial cell adhesion molecule 1 [Source:RGD Symbol;Acc:61927]
ENSRNOG00000067369	0	0	1	ENSRNOG00000067369	Chml	protein_coding	CHM like Rab escort protein [Source:RGD Symbol;Acc:1596201]
ENSRNOG00000067714	0	0	1	ENSRNOG00000067714		protein_coding	
ENSRNOG00000068182	0	0	1	ENSRNOG00000068182		protein_coding	
ENSRNOG00000068459	0	0	1	ENSRNOG00000068459		protein_coding	
ENSRNOG00000068472	0	0	1	ENSRNOG00000068472	Ccdc201	protein_coding	coiled coil domain 201 [Source:MGI Symbol;Acc:MGI:3650614]
ENSRNOG00000068537	0	0	1	ENSRNOG00000068537	Hs3st1	protein_coding	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:RGD Symbol;Acc:71084]
ENSRNOG00000069587	0	0	1	ENSRNOG00000069587	Olr1640	protein_coding	olfactory receptor 1640 [Source:RGD Symbol;Acc:1334263]
ENSRNOG00000069659	0	0	1	ENSRNOG00000069659		protein_coding	similar to polyubiquitin [Source:RGD Symbol;Acc:1587089]
ENSRNOG00000069992	0	0	1	ENSRNOG00000069992	Sgpp2	protein_coding	sphingosine-1-phosphate phosphatase 2 [Source:RGD Symbol;Acc:1565739]
ENSRNOG00000070119	0	0	1	ENSRNOG00000070119	Pbx1	protein_coding	PBX homeobox 1 [Source:RGD Symbol;Acc:1308213]
ENSRNOG00000070553	0	0	1	ENSRNOG00000070553	Gltpd2	protein_coding	glycolipid transfer protein domain containing 2 [Source:RGD Symbol;Acc:1560459]
ENSRNOG00000071002	0	0	1	ENSRNOG00000071002	Kcne4	protein_coding	potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:RGD Symbol;Acc:1302957]
ENSRNOG00000071105	0	0	1	ENSRNOG00000071105	Gpc5	protein_coding	glypican 5 [Source:RGD Symbol;Acc:1308835]
ENSRNOG00000000054	0	0	1	ENSRNOG00000000054	Abhd8	protein_coding	abhydrolase domain containing 8 [Source:RGD Symbol;Acc:1305693]
ENSRNOG00000000262	0	0	1	ENSRNOG00000000262	Zfp821	protein_coding	zinc finger protein 821 [Source:RGD Symbol;Acc:1306674]
ENSRNOG00000000302	0	0	1	ENSRNOG00000000302	Sesn1	protein_coding	sestrin 1 [Source:RGD Symbol;Acc:1307517]
ENSRNOG00000000307	0	0	1	ENSRNOG00000000307	Mical1	protein_coding	microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:RGD Symbol;Acc:1309386]
ENSRNOG00000000368	0	0	1	ENSRNOG00000000368	Grik2	protein_coding	glutamate ionotropic receptor kainate type subunit 2 [Source:RGD Symbol;Acc:2733]
ENSRNOG00000000387	0	0	1	ENSRNOG00000000387	Dna2	protein_coding	DNA replication helicase/nuclease 2 [Source:RGD Symbol;Acc:1306791]
ENSRNOG00000000394	0	0	1	ENSRNOG00000000394	Srgn	protein_coding	serglycin [Source:RGD Symbol;Acc:619969]
ENSRNOG00000000408	0	0	1	ENSRNOG00000000408	Gopc	protein_coding	golgi associated PDZ and coiled-coil motif containing [Source:RGD Symbol;Acc:1309512]
ENSRNOG00000000433	0	0	1	ENSRNOG00000000433	Prrt1	protein_coding	proline-rich transmembrane protein 1 [Source:RGD Symbol;Acc:1359348]
ENSRNOG00000000451	0	0	1	ENSRNOG00000000451	RT1-Ba	protein_coding	RT1 class II, locus Ba [Source:RGD Symbol;Acc:1595867]
ENSRNOG00000000485	0	0	1	ENSRNOG00000000485	Bak1	protein_coding	BCL2-antagonist/killer 1 [Source:RGD Symbol;Acc:621635]
ENSRNOG00000000487	0	0	1	ENSRNOG00000000487	Grm4	protein_coding	glutamate metabotropic receptor 4 [Source:RGD Symbol;Acc:2745]
ENSRNOG00000000527	0	0	1	ENSRNOG00000000527	Mtch1	protein_coding	mitochondrial carrier 1 [Source:RGD Symbol;Acc:1309262]
ENSRNOG00000000536	0	0	1	ENSRNOG00000000536	Mdga1	protein_coding	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:RGD Symbol;Acc:1307031]
ENSRNOG00000000560	0	0	1	ENSRNOG00000000560	Lrrc20	protein_coding	leucine rich repeat containing 20 [Source:RGD Symbol;Acc:1566140]
ENSRNOG00000000563	0	0	1	ENSRNOG00000000563	Adamts14	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 14 [Source:RGD Symbol;Acc:1308899]
ENSRNOG00000000567	0	0	1	ENSRNOG00000000567	Unc5b	protein_coding	unc-5 netrin receptor B [Source:RGD Symbol;Acc:621756]
ENSRNOG00000000568	0	0	1	ENSRNOG00000000568	Slc29a3	protein_coding	solute carrier family 29 member 3 [Source:RGD Symbol;Acc:727811]
ENSRNOG00000000596	0	0	1	ENSRNOG00000000596	Fyn	protein_coding	FYN proto-oncogene, Src family tyrosine kinase [Source:RGD Symbol;Acc:2641]
ENSRNOG00000000699	0	0	1	ENSRNOG00000000699	Selplg	protein_coding	selectin P ligand [Source:RGD Symbol;Acc:1307971]
ENSRNOG00000000700	0	0	1	ENSRNOG00000000700	Tmem119	protein_coding	transmembrane protein 119 [Source:RGD Symbol;Acc:1307573]
ENSRNOG00000000708	0	0	1	ENSRNOG00000000708	Sgsm1	protein_coding	small G protein signaling modulator 1 [Source:RGD Symbol;Acc:1308178]
ENSRNOG00000000728	0	0	1	ENSRNOG00000000728	Clic2	protein_coding	chloride intracellular channel 2 [Source:RGD Symbol;Acc:1306580]
ENSRNOG00000000815	0	0	1	ENSRNOG00000000815	Smpdl3a	protein_coding	sphingomyelin phosphodiesterase, acid-like 3A [Source:RGD Symbol;Acc:1359277]
ENSRNOG00000000825	0	0	1	ENSRNOG00000000825	Calhm5	protein_coding	calcium homeostasis modulator family member 5 [Source:RGD Symbol;Acc:1310405]
ENSRNOG00000000860	0	0	1	ENSRNOG00000000860	Vwa7	protein_coding	von Willebrand factor A domain containing 7 [Source:RGD Symbol;Acc:1303137]
ENSRNOG00000000906	0	0	1	ENSRNOG00000000906	Medag	protein_coding	mesenteric estrogen-dependent adipogenesis [Source:RGD Symbol;Acc:1307396]
ENSRNOG00000000917	0	0	1	ENSRNOG00000000917	Nupr2	protein_coding	nuclear protein 2, transcriptional regulator [Source:RGD Symbol;Acc:1560258]
ENSRNOG00000000918	0	0	1	ENSRNOG00000000918	Zbed5	protein_coding	zinc finger, BED-type containing 5 [Source:RGD Symbol;Acc:1559988]
ENSRNOG00000000937	0	0	1	ENSRNOG00000000937	Slc46a3	protein_coding	solute carrier family 46, member 3 [Source:RGD Symbol;Acc:1307594]
ENSRNOG00000000940	0	0	1	ENSRNOG00000000940	Flt1	protein_coding	FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558]
ENSRNOG00000001070	0	0	1	ENSRNOG00000001070	Cdk2ap1	protein_coding	cyclin-dependent kinase 2 associated protein 1 [Source:RGD Symbol;Acc:1308664]
ENSRNOG00000001079	0	0	1	ENSRNOG00000001079	Daglb	protein_coding	diacylglycerol lipase, beta [Source:RGD Symbol;Acc:1310193]
ENSRNOG00000001159	0	0	1	ENSRNOG00000001159	Tff3	protein_coding	trefoil factor 3 [Source:RGD Symbol;Acc:3847]
ENSRNOG00000001171	0	0	1	ENSRNOG00000001171	Coq5	protein_coding	coenzyme Q5, methyltransferase [Source:RGD Symbol;Acc:1310857]
ENSRNOG00000001193	0	0	1	ENSRNOG00000001193	Hsf2bp	protein_coding	heat shock transcription factor 2 binding protein [Source:RGD Symbol;Acc:1565879]
ENSRNOG00000001199	0	0	1	ENSRNOG00000001199	Pop5	protein_coding	POP5 homolog, ribonuclease P/MRP subunit [Source:RGD Symbol;Acc:1311819]
ENSRNOG00000001205	0	0	1	ENSRNOG00000001205	Agpat3	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:RGD Symbol;Acc:1305787]
ENSRNOG00000001229	0	0	1	ENSRNOG00000001229	Col18a1	protein_coding	collagen type XVIII alpha 1 chain [Source:RGD Symbol;Acc:70936]
ENSRNOG00000001249	0	0	1	ENSRNOG00000001249	Col6a1	protein_coding	collagen type VI alpha 1 chain [Source:RGD Symbol;Acc:1565398]
ENSRNOG00000001254	0	0	1	ENSRNOG00000001254	Col6a2	protein_coding	collagen type VI alpha 2 chain [Source:RGD Symbol;Acc:1305585]
ENSRNOG00000001255	0	0	1	ENSRNOG00000001255	Mlxip	protein_coding	MLX interacting protein [Source:MGI Symbol;Acc:MGI:2141183]
ENSRNOG00000001285	0	0	1	ENSRNOG00000001285	Atp2a2	protein_coding	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:RGD Symbol;Acc:2174]
ENSRNOG00000001294	0	0	1	ENSRNOG00000001294	Ift81	protein_coding	intraflagellar transport 81 [Source:RGD Symbol;Acc:727862]
ENSRNOG00000001295	0	0	1	ENSRNOG00000001295	S100b	protein_coding	S100 calcium binding protein B [Source:RGD Symbol;Acc:3615]
ENSRNOG00000001302	0	0	1	ENSRNOG00000001302	Adora2a	protein_coding	adenosine A2a receptor [Source:RGD Symbol;Acc:2049]
ENSRNOG00000001304	0	0	1	ENSRNOG00000001304	Bcr	protein_coding	BCR activator of RhoGEF and GTPase [Source:RGD Symbol;Acc:1307993]
ENSRNOG00000001416	0	0	1	ENSRNOG00000001416	Vgf	protein_coding	VGF nerve growth factor inducible [Source:RGD Symbol;Acc:69399]
ENSRNOG00000001425	0	0	1	ENSRNOG00000001425	Sh2b2	protein_coding	SH2B adaptor protein 2 [Source:RGD Symbol;Acc:69284]
ENSRNOG00000001476	0	0	1	ENSRNOG00000001476	Cldn4	protein_coding	claudin 4 [Source:RGD Symbol;Acc:1307932]
ENSRNOG00000001480	0	0	1	ENSRNOG00000001480	Ncf1	protein_coding	neutrophil cytosolic factor 1 [Source:RGD Symbol;Acc:61307]
ENSRNOG00000001528	0	0	1	ENSRNOG00000001528	Gap43	protein_coding	growth associated protein 43 [Source:RGD Symbol;Acc:62071]
ENSRNOG00000001689	0	0	1	ENSRNOG00000001689	Arl6	protein_coding	ADP-ribosylation factor like GTPase 6 [Source:RGD Symbol;Acc:1305535]
ENSRNOG00000001704	0	0	1	ENSRNOG00000001704	Runx1	protein_coding	RUNX family transcription factor 1 [Source:RGD Symbol;Acc:2283]
ENSRNOG00000001707	0	0	1	ENSRNOG00000001707	Vwa5b2	protein_coding	von Willebrand factor A domain containing 5B2 [Source:RGD Symbol;Acc:1564491]
ENSRNOG00000001711	0	0	1	ENSRNOG00000001711	Plaat1	protein_coding	phospholipase A and acyltransferase 1 [Source:RGD Symbol;Acc:1309485]
ENSRNOG00000001720	0	0	1	ENSRNOG00000001720	Hes1	protein_coding	hes family bHLH transcription factor 1 [Source:RGD Symbol;Acc:62081]
ENSRNOG00000001730	0	0	1	ENSRNOG00000001730	Acap2	protein_coding	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:RGD Symbol;Acc:1562939]
ENSRNOG00000001742	0	0	1	ENSRNOG00000001742	Clcn2	protein_coding	chloride voltage-gated channel 2 [Source:RGD Symbol;Acc:2361]
ENSRNOG00000001750	0	0	1	ENSRNOG00000001750	Chrd	protein_coding	chordin [Source:RGD Symbol;Acc:620181]
ENSRNOG00000001781	0	0	1	ENSRNOG00000001781	Lmln	protein_coding	leishmanolysin like peptidase [Source:RGD Symbol;Acc:1311465]
ENSRNOG00000001795	0	0	1	ENSRNOG00000001795	Itgb5	protein_coding	integrin subunit beta 5 [Source:RGD Symbol;Acc:628869]
ENSRNOG00000001821	0	0	1	ENSRNOG00000001821	Adipoq	protein_coding	adiponectin, C1Q and collagen domain containing [Source:RGD Symbol;Acc:628748]
ENSRNOG00000001843	0	0	1	ENSRNOG00000001843	Bcl6	protein_coding	BCL6, transcription repressor [Source:RGD Symbol;Acc:1309345]
ENSRNOG00000001889	0	0	1	ENSRNOG00000001889	Comt	protein_coding	catechol-O-methyltransferase [Source:RGD Symbol;Acc:2379]
ENSRNOG00000001915	0	0	1	ENSRNOG00000001915	Chodl	protein_coding	chondrolectin [Source:RGD Symbol;Acc:1309885]
ENSRNOG00000001928	0	0	1	ENSRNOG00000001928	Il1rap	protein_coding	interleukin 1 receptor accessory protein [Source:RGD Symbol;Acc:2893]
ENSRNOG00000001953	0	0	1	ENSRNOG00000001953	Bace2	protein_coding	beta-secretase 2 [Source:RGD Symbol;Acc:1303241]
ENSRNOG00000001989	0	0	1	ENSRNOG00000001989	Alcam	protein_coding	activated leukocyte cell adhesion molecule [Source:RGD Symbol;Acc:619972]
ENSRNOG00000002013	0	0	1	ENSRNOG00000002013	Sidt1	protein_coding	SID1 transmembrane family, member 1 [Source:RGD Symbol;Acc:1559616]
ENSRNOG00000002032	0	0	1	ENSRNOG00000002032	Ifngr2	protein_coding	interferon gamma receptor 2 [Source:RGD Symbol;Acc:1307532]
ENSRNOG00000002041	0	0	1	ENSRNOG00000002041	Boc	protein_coding	BOC cell adhesion associated, oncogene regulated [Source:RGD Symbol;Acc:1304550]
ENSRNOG00000002052	0	0	1	ENSRNOG00000002052	Ccdc80	protein_coding	coiled-coil domain containing 80 [Source:RGD Symbol;Acc:69421]
ENSRNOG00000002072	0	0	1	ENSRNOG00000002072	Eva1c	protein_coding	eva-1 homolog C [Source:RGD Symbol;Acc:1307569]
ENSRNOG00000002746	0	0	1	ENSRNOG00000002746	Fstl1	protein_coding	follistatin-like 1 [Source:RGD Symbol;Acc:68955]
ENSRNOG00000002976	0	0	1	ENSRNOG00000002976	Cfap91	protein_coding	cilia and flagella associated protein 91 [Source:RGD Symbol;Acc:1305539]
