gene	rTS_SCR	e13.5_WT	e18.5_WT	gene	external_gene_name	gene_biotype	description
ENSRNOG00000014666	0	0	1	ENSRNOG00000014666	Tfeb	protein_coding	transcription factor EB [Source:RGD Symbol;Acc:1309583]
ENSRNOG00000015054	0	0	1	ENSRNOG00000015054	Rcbtb2	protein_coding	RCC1 and BTB domain containing protein 2 [Source:RGD Symbol;Acc:735048]
ENSRNOG00000015093	0	0	1	ENSRNOG00000015093	Sparcl1	protein_coding	SPARC like 1 [Source:RGD Symbol;Acc:2531]
ENSRNOG00000015157	0	0	1	ENSRNOG00000015157	Smtnl2	protein_coding	smoothelin-like 2 [Source:RGD Symbol;Acc:1585960]
ENSRNOG00000015346	0	0	1	ENSRNOG00000015346	Obsl1	protein_coding	obscurin like cytoskeletal adaptor 1 [Source:RGD Symbol;Acc:1306073]
ENSRNOG00000015567	0	0	1	ENSRNOG00000015567	Slc9a2	protein_coding	solute carrier family 9 member A2 [Source:RGD Symbol;Acc:3719]
ENSRNOG00000015578	0	0	1	ENSRNOG00000015578	Tnk1	protein_coding	tyrosine kinase, non-receptor, 1 [Source:RGD Symbol;Acc:1310113]
ENSRNOG00000016057	0	0	1	ENSRNOG00000016057	Kcnj13	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 13 [Source:RGD Symbol;Acc:621661]
ENSRNOG00000016177	0	0	1	ENSRNOG00000016177	Scara3	protein_coding	scavenger receptor class A, member 3 [Source:RGD Symbol;Acc:1309269]
ENSRNOG00000016254	0	0	1	ENSRNOG00000016254	Sema4c	protein_coding	semaphorin 4C [Source:RGD Symbol;Acc:1562837]
ENSRNOG00000016648	0	0	1	ENSRNOG00000016648	Gulo	protein_coding	gulonolactone (L-) oxidase [Source:RGD Symbol;Acc:620701]
ENSRNOG00000016655	0	0	1	ENSRNOG00000016655	Pex6	protein_coding	peroxisomal biogenesis factor 6 [Source:RGD Symbol;Acc:621637]
ENSRNOG00000016849	0	0	1	ENSRNOG00000016849	Ppp2r5d	protein_coding	protein phosphatase 2, regulatory subunit B', delta [Source:RGD Symbol;Acc:1306666]
ENSRNOG00000016924	0	0	1	ENSRNOG00000016924	Acly	protein_coding	ATP citrate lyase [Source:RGD Symbol;Acc:2018]
ENSRNOG00000017065	0	0	1	ENSRNOG00000017065	Arhgap28	protein_coding	Rho GTPase activating protein 28 [Source:RGD Symbol;Acc:1559882]
ENSRNOG00000017424	0	0	1	ENSRNOG00000017424	Chrna2	protein_coding	cholinergic receptor nicotinic alpha 2 subunit [Source:RGD Symbol;Acc:621533]
ENSRNOG00000017912	0	0	1	ENSRNOG00000017912	Atp2a3	protein_coding	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:RGD Symbol;Acc:2175]
ENSRNOG00000017915	0	0	1	ENSRNOG00000017915	Dvl2	protein_coding	dishevelled segment polarity protein 2 [Source:RGD Symbol;Acc:1309725]
ENSRNOG00000018232	0	0	1	ENSRNOG00000018232	Srf	protein_coding	serum response factor [Source:RGD Symbol;Acc:1559787]
ENSRNOG00000018238	0	0	1	ENSRNOG00000018238	Nuggc	protein_coding	nuclear GTPase, germinal center associated [Source:RGD Symbol;Acc:1562099]
ENSRNOG00000018863	0	0	1	ENSRNOG00000018863	Abcc10	protein_coding	ATP binding cassette subfamily C member 10 [Source:RGD Symbol;Acc:1306696]
ENSRNOG00000018906	0	0	1	ENSRNOG00000018906	Ghdc	protein_coding	GH3 domain containing [Source:RGD Symbol;Acc:1308881]
ENSRNOG00000019463	0	0	1	ENSRNOG00000019463	Mad2l1bp	protein_coding	MAD2L1 binding protein [Source:RGD Symbol;Acc:1309175]
ENSRNOG00000019474	0	0	1	ENSRNOG00000019474	Rsph9	protein_coding	radial spoke head component 9 [Source:RGD Symbol;Acc:1310693]
ENSRNOG00000020193	0	0	1	ENSRNOG00000020193	Runx2	protein_coding	RUNX family transcription factor 2 [Source:RGD Symbol;Acc:2282]
ENSRNOG00000020212	0	0	1	ENSRNOG00000020212	Prr35	protein_coding	proline rich 35 [Source:RGD Symbol;Acc:1598335]
ENSRNOG00000020238	0	0	1	ENSRNOG00000020238	Plekhh3	protein_coding	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:RGD Symbol;Acc:1304854]
ENSRNOG00000020239	0	0	1	ENSRNOG00000020239	Capn15	protein_coding	calpain 15 [Source:RGD Symbol;Acc:1306514]
ENSRNOG00000020482	0	0	1	ENSRNOG00000020482	Nfatc4	protein_coding	nuclear factor of activated T-cells 4 [Source:RGD Symbol;Acc:1310749]
ENSRNOG00000020506	0	0	1	ENSRNOG00000020506	Khnyn	protein_coding	KH and NYN domain containing [Source:RGD Symbol;Acc:1565688]
ENSRNOG00000021370	0	0	1	ENSRNOG00000021370	Ccdc69	protein_coding	coiled-coil domain containing 69 [Source:RGD Symbol;Acc:1562251]
ENSRNOG00000021823	0	0	1	ENSRNOG00000021823	Synb	protein_coding	syncytin b [Source:RGD Symbol;Acc:1566115]
ENSRNOG00000021903	0	0	1	ENSRNOG00000021903	Atad5	protein_coding	ATPase family, AAA domain containing 5 [Source:RGD Symbol;Acc:1561464]
ENSRNOG00000021931	0	0	1	ENSRNOG00000021931	Uba6	protein_coding	ubiquitin-like modifier activating enzyme 6 [Source:RGD Symbol;Acc:1308324]
ENSRNOG00000022116	0	0	1	ENSRNOG00000022116	Gjb6	protein_coding	gap junction protein, beta 6 [Source:RGD Symbol;Acc:621830]
ENSRNOG00000022711	0	0	1	ENSRNOG00000022711	Slco4c1	protein_coding	solute carrier organic anion transporter family, member 4C1 [Source:RGD Symbol;Acc:1303048]
ENSRNOG00000023551	0	0	1	ENSRNOG00000023551	Sp6	protein_coding	Sp6 transcription factor [Source:RGD Symbol;Acc:1306768]
ENSRNOG00000023576	0	0	1	ENSRNOG00000023576	Ecrg4	protein_coding	ECRG4 augurin precursor [Source:RGD Symbol;Acc:1305645]
ENSRNOG00000023628	0	0	1	ENSRNOG00000023628	Tmem106a	protein_coding	transmembrane protein 106A [Source:RGD Symbol;Acc:1309043]
ENSRNOG00000024972	0	0	1	ENSRNOG00000024972	Cox10	protein_coding	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:RGD Symbol;Acc:1594623]
ENSRNOG00000025100	0	0	1	ENSRNOG00000025100	Ikbke	protein_coding	inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:RGD Symbol;Acc:1308352]
ENSRNOG00000025370	0	0	1	ENSRNOG00000025370	Zfp385c	protein_coding	zinc finger protein 385C [Source:RGD Symbol;Acc:1563442]
ENSRNOG00000025484	0	0	1	ENSRNOG00000025484	Tmem177	protein_coding	transmembrane protein 177 [Source:RGD Symbol;Acc:1310320]
ENSRNOG00000025601	0	0	1	ENSRNOG00000025601	Topaz1	protein_coding	testis and ovary specific PAZ domain containing 1 [Source:RGD Symbol;Acc:1563398]
ENSRNOG00000025695	0	0	1	ENSRNOG00000025695	Tns3	protein_coding	tensin 3 [Source:RGD Symbol;Acc:1564174]
ENSRNOG00000025895	0	0	1	ENSRNOG00000025895	Cavin2	protein_coding	caveolae associated protein 2 [Source:RGD Symbol;Acc:1359345]
ENSRNOG00000025948	0	0	1	ENSRNOG00000025948	Inava	protein_coding	innate immunity activator [Source:RGD Symbol;Acc:1311892]
ENSRNOG00000028368	0	0	1	ENSRNOG00000028368	Etnk2	protein_coding	ethanolamine kinase 2 [Source:RGD Symbol;Acc:1305304]
ENSRNOG00000028493	0	0	1	ENSRNOG00000028493	Ppp1r15b	protein_coding	protein phosphatase 1, regulatory subunit 15B [Source:RGD Symbol;Acc:1307944]
ENSRNOG00000028569	0	0	1	ENSRNOG00000028569	Arhgap27	protein_coding	Rho GTPase activating protein 27 [Source:RGD Symbol;Acc:735202]
ENSRNOG00000028845	0	0	1	ENSRNOG00000028845	Ebf1	protein_coding	EBF transcription factor 1 [Source:RGD Symbol;Acc:620953]
ENSRNOG00000029678	0	0	1	ENSRNOG00000029678	Znf454	protein_coding	zinc finger protein 354B [Source:RGD Symbol;Acc:7562538]
ENSRNOG00000029938	0	0	1	ENSRNOG00000029938	Pik3c2b	protein_coding	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta [Source:RGD Symbol;Acc:1306541]
ENSRNOG00000031213	0	0	1	ENSRNOG00000031213	Slc39a11	protein_coding	solute carrier family 39, member 11 [Source:RGD Symbol;Acc:1311981]
ENSRNOG00000031849	0	0	1	ENSRNOG00000031849	Armh4	protein_coding	armadillo-like helical domain containing 4 [Source:RGD Symbol;Acc:1310110]
ENSRNOG00000031960	0	0	1	ENSRNOG00000031960	AABR07019341.1	protein_coding	40S ribosomal protein S16-like [Source:RGD Symbol;Acc:7517571]
ENSRNOG00000032822	0	0	1	ENSRNOG00000032822	AABR07068694.1	protein_coding	60S ribosomal protein L29-like [Source:RGD Symbol;Acc:7626994]
ENSRNOG00000033663	0	0	1	ENSRNOG00000033663	P4ha2	protein_coding	prolyl 4-hydroxylase subunit alpha 2 [Source:RGD Symbol;Acc:1309673]
ENSRNOG00000036661	0	0	1	ENSRNOG00000036661	Rab40b	protein_coding	Rab40b, member RAS oncogene family [Source:RGD Symbol;Acc:1305663]
ENSRNOG00000036667	0	0	1	ENSRNOG00000036667	Hexd	protein_coding	hexosaminidase D [Source:RGD Symbol;Acc:2302323]
ENSRNOG00000036684	0	0	1	ENSRNOG00000036684	Pcyt2	protein_coding	phosphate cytidylyltransferase 2, ethanolamine [Source:RGD Symbol;Acc:619970]
ENSRNOG00000036692	0	0	1	ENSRNOG00000036692	Gcgr	protein_coding	glucagon receptor [Source:RGD Symbol;Acc:2669]
ENSRNOG00000036921	0	0	1	ENSRNOG00000036921	Tmsb10	protein_coding	thymosin, beta 10 [Source:RGD Symbol;Acc:62022]
ENSRNOG00000038738	0	0	1	ENSRNOG00000038738	1700019D03Rik	protein_coding	RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]
ENSRNOG00000039656	0	0	1	ENSRNOG00000039656	Abca17	protein_coding	ATP-binding cassette, subfamily A (ABC1), member 17 [Source:RGD Symbol;Acc:1560494]
ENSRNOG00000042029	0	0	1	ENSRNOG00000042029	Efs	protein_coding	embryonal Fyn-associated substrate [Source:RGD Symbol;Acc:1308966]
ENSRNOG00000042258	0	0	1	ENSRNOG00000042258	RGD1561157	protein_coding	RGD1561157 [Source:RGD Symbol;Acc:1561157]
ENSRNOG00000042320	0	0	1	ENSRNOG00000042320	Slc41a1	protein_coding	solute carrier family 41 member 1 [Source:RGD Symbol;Acc:1311397]
ENSRNOG00000042729	0	0	1	ENSRNOG00000042729	Efhc1	protein_coding	EF-hand domain containing 1 [Source:RGD Symbol;Acc:1587365]
ENSRNOG00000042847	0	0	1	ENSRNOG00000042847	4930544D05Rik	protein_coding	RIKEN cDNA 4930544D05 gene [Source:MGI Symbol;Acc:MGI:2148639]
ENSRNOG00000043201	0	0	1	ENSRNOG00000043201	Coq8a	protein_coding	coenzyme Q8A [Source:RGD Symbol;Acc:1308245]
ENSRNOG00000045532	0	0	1	ENSRNOG00000045532	Gpr1	protein_coding	G protein-coupled receptor 1 [Source:RGD Symbol;Acc:2728]
ENSRNOG00000045595	0	0	1	ENSRNOG00000045595	Tnfsf9	protein_coding	TNF superfamily member 9 [Source:RGD Symbol;Acc:727974]
ENSRNOG00000045683	0	0	1	ENSRNOG00000045683	Mfap4	protein_coding	microfibril-associated glycoprotein 4-like [Source:RGD Symbol;Acc:7719175]
ENSRNOG00000046086	0	0	1	ENSRNOG00000046086	Tmc8	protein_coding	transmembrane channel-like 8 [Source:RGD Symbol;Acc:1591150]
ENSRNOG00000046460	0	0	1	ENSRNOG00000046460	AABR07022144.1	protein_coding	TatD DNase domain containing 3 [Source:RGD Symbol;Acc:1589779]
ENSRNOG00000047656	0	0	1	ENSRNOG00000047656	Gaa	protein_coding	alpha glucosidase [Source:RGD Symbol;Acc:735227]
ENSRNOG00000047876	0	0	1	ENSRNOG00000047876	1700028K03Rik	protein_coding	RIKEN cDNA 1700028K03 gene [Source:MGI Symbol;Acc:MGI:1923671]
ENSRNOG00000047969	0	0	1	ENSRNOG00000047969	Prss21	protein_coding	serine protease 21 [Source:RGD Symbol;Acc:727870]
ENSRNOG00000048838	0	0	1	ENSRNOG00000048838	Gjc1	protein_coding	gap junction protein, gamma 1 [Source:RGD Symbol;Acc:628889]
ENSRNOG00000049862	0	0	1	ENSRNOG00000049862	Rnf157	protein_coding	ring finger protein 157 [Source:RGD Symbol;Acc:1591154]
ENSRNOG00000049873	0	0	1	ENSRNOG00000049873	Ap1s3	protein_coding	adaptor related protein complex 1 subunit sigma 3 [Source:RGD Symbol;Acc:1311772]
ENSRNOG00000049880	0	0	1	ENSRNOG00000049880	Tmem200c	protein_coding	transmembrane protein 200C [Source:RGD Symbol;Acc:1561734]
ENSRNOG00000050766	0	0	1	ENSRNOG00000050766	Rd3	protein_coding	RD3 regulator of GUCY2D [Source:RGD Symbol;Acc:1593897]
ENSRNOG00000051548	0	0	1	ENSRNOG00000051548	Lmod1	protein_coding	leiomodin 1 [Source:RGD Symbol;Acc:1307236]
ENSRNOG00000052096	0	0	1	ENSRNOG00000052096	Cox11	protein_coding	cytochrome c oxidase copper chaperone COX11 [Source:RGD Symbol;Acc:9174727]
ENSRNOG00000052376	0	0	1	ENSRNOG00000052376	Bend6	protein_coding	BEN domain containing 6 [Source:RGD Symbol;Acc:1310392]
ENSRNOG00000053303	0	0	1	ENSRNOG00000053303	Bend4	protein_coding	BEN domain containing 4 [Source:RGD Symbol;Acc:1584735]
ENSRNOG00000053875	0	0	1	ENSRNOG00000053875	Nacad	protein_coding	NAC alpha domain containing [Source:RGD Symbol;Acc:1559824]
ENSRNOG00000054416	0	0	1	ENSRNOG00000054416	Fam124b	protein_coding	family with sequence similarity 124 member B [Source:RGD Symbol;Acc:1589866]
ENSRNOG00000057040	0	0	1	ENSRNOG00000057040	Spns2	protein_coding	sphingolipid transporter 2 [Source:RGD Symbol;Acc:2303312]
ENSRNOG00000057127	0	0	1	ENSRNOG00000057127	Zg16b	protein_coding	zymogen granule protein 16B [Source:RGD Symbol;Acc:1562673]
ENSRNOG00000057619	0	0	1	ENSRNOG00000057619	Hic1	protein_coding	hypermethylated in cancer 1 protein-like [Source:RGD Symbol;Acc:6488990]
ENSRNOG00000057880	0	0	1	ENSRNOG00000057880	Myh11	protein_coding	myosin heavy chain 11 [Source:RGD Symbol;Acc:3136]
ENSRNOG00000058663	0	0	1	ENSRNOG00000058663	Suz12	protein_coding	SUZ12 polycomb repressive complex 2 subunit [Source:RGD Symbol;Acc:1593621]
ENSRNOG00000058960	0	0	1	ENSRNOG00000058960	AC141334.4	protein_coding	putative uncharacterized protein MSANTD5 [Source:RGD Symbol;Acc:41282977]
ENSRNOG00000059219	0	0	1	ENSRNOG00000059219	Myo15a	protein_coding	myosin XVA [Source:RGD Symbol;Acc:1561873]
ENSRNOG00000059276	0	0	1	ENSRNOG00000059276	BC055324	protein_coding	cDNA sequence BC055324 [Source:MGI Symbol;Acc:MGI:3590554]
ENSRNOG00000059326	0	0	1	ENSRNOG00000059326	Abca9	protein_coding	ATP binding cassette subfamily A member 9 [Source:RGD Symbol;Acc:1305931]
ENSRNOG00000059894	0	0	1	ENSRNOG00000059894	Hmmr	protein_coding	hyaluronan-mediated motility receptor [Source:RGD Symbol;Acc:2805]
ENSRNOG00000060528	0	0	1	ENSRNOG00000060528	Cacna1g	protein_coding	calcium voltage-gated channel subunit alpha1 G [Source:RGD Symbol;Acc:68942]
ENSRNOG00000060550	0	0	1	ENSRNOG00000060550	Epn2	protein_coding	epsin 2 [Source:RGD Symbol;Acc:619773]
ENSRNOG00000060775	0	0	1	ENSRNOG00000060775	Lmo7	protein_coding	LIM domain 7 [Source:RGD Symbol;Acc:1302984]
ENSRNOG00000063040	0	0	1	ENSRNOG00000063040		protein_coding	zinc finger protein 431-like [Source:RGD Symbol;Acc:11443142]
ENSRNOG00000063400	0	0	1	ENSRNOG00000063400	Shisa9	protein_coding	shisa family member 9 [Source:RGD Symbol;Acc:2320726]
ENSRNOG00000063983	0	0	1	ENSRNOG00000063983	Sox21	protein_coding	SRY-box transcription factor 21 [Source:RGD Symbol;Acc:1304724]
ENSRNOG00000064008	0	0	1	ENSRNOG00000064008	Ankrd39	protein_coding	ankyrin repeat domain 39 [Source:RGD Symbol;Acc:1559504]
ENSRNOG00000065000	0	0	1	ENSRNOG00000065000	Lrrc8c	protein_coding	leucine rich repeat containing 8 VRAC subunit C [Source:RGD Symbol;Acc:1306585]
ENSRNOG00000066153	0	0	1	ENSRNOG00000066153		protein_coding	
ENSRNOG00000066549	0	0	1	ENSRNOG00000066549		protein_coding	
ENSRNOG00000066585	0	0	1	ENSRNOG00000066585	Prdx6	protein_coding	peroxiredoxin 6 [Source:RGD Symbol;Acc:71005]
ENSRNOG00000066877	0	0	1	ENSRNOG00000066877		protein_coding	zinc finger protein 844-like [Source:RGD Symbol;Acc:7616873]
ENSRNOG00000066973	0	0	1	ENSRNOG00000066973	Kctd12	protein_coding	potassium channel tetramerization domain containing 12 [Source:RGD Symbol;Acc:1309421]
ENSRNOG00000067470	0	0	1	ENSRNOG00000067470		protein_coding	
ENSRNOG00000067865	0	0	1	ENSRNOG00000067865		protein_coding	
ENSRNOG00000068017	0	0	1	ENSRNOG00000068017	Fam78b	protein_coding	family with sequence similarity 78, member B [Source:RGD Symbol;Acc:1564387]
ENSRNOG00000068243	0	0	1	ENSRNOG00000068243	Cdk5r1	protein_coding	cyclin-dependent kinase 5 regulatory subunit 1 [Source:RGD Symbol;Acc:629472]
ENSRNOG00000068418	0	0	1	ENSRNOG00000068418	Gbp6	protein_coding	guanylate binding protein family member 6 [Source:RGD Symbol;Acc:1561523]
ENSRNOG00000068528	0	0	1	ENSRNOG00000068528		protein_coding	
ENSRNOG00000068963	0	0	1	ENSRNOG00000068963		protein_coding	
ENSRNOG00000069005	0	0	1	ENSRNOG00000069005	Haus3	protein_coding	DNA polymerase nu [Source:RGD Symbol;Acc:7675413]
ENSRNOG00000070353	0	0	1	ENSRNOG00000070353		protein_coding	
ENSRNOG00000071217	0	0	1	ENSRNOG00000071217	Chek1	protein_coding	checkpoint kinase 1 [Source:RGD Symbol;Acc:620545]
ENSRNOG00000000010	0	0	1	ENSRNOG00000000010	Cbln1	protein_coding	cerebellin 1 precursor [Source:RGD Symbol;Acc:1562813]
ENSRNOG00000000274	0	0	1	ENSRNOG00000000274	Phyhipl	protein_coding	phytanoyl-CoA 2-hydroxylase interacting protein-like [Source:RGD Symbol;Acc:1307967]
ENSRNOG00000000275	0	0	1	ENSRNOG00000000275	Fam13c	protein_coding	family with sequence similarity 13, member C [Source:RGD Symbol;Acc:1310149]
ENSRNOG00000000303	0	0	1	ENSRNOG00000000303	Cep57l1	protein_coding	centrosomal protein 57-like 1 [Source:RGD Symbol;Acc:1311358]
ENSRNOG00000000341	0	0	1	ENSRNOG00000000341	Nid2	protein_coding	nidogen 2 [Source:RGD Symbol;Acc:1311685]
ENSRNOG00000000414	0	0	1	ENSRNOG00000000414	Cep85l	protein_coding	centrosomal protein 85-like [Source:RGD Symbol;Acc:2319745]
ENSRNOG00000000428	0	0	1	ENSRNOG00000000428	Cyp21a1	protein_coding	cytochrome P450, family 21, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:2461]
ENSRNOG00000000439	0	0	1	ENSRNOG00000000439	Ager	protein_coding	advanced glycosylation end product-specific receptor [Source:RGD Symbol;Acc:69258]
ENSRNOG00000000440	0	0	1	ENSRNOG00000000440	Pbx2	protein_coding	PBX homeobox 2 [Source:RGD Symbol;Acc:1303084]
ENSRNOG00000000457	0	0	1	ENSRNOG00000000457	Tap1	protein_coding	transporter 1, ATP binding cassette subfamily B member [Source:RGD Symbol;Acc:3817]
ENSRNOG00000000480	0	0	1	ENSRNOG00000000480	Phf1	protein_coding	PHD finger protein 1 [Source:RGD Symbol;Acc:1303205]
ENSRNOG00000000505	0	0	1	ENSRNOG00000000505	Rpl10a	protein_coding	ribosomal protein L10A [Source:RGD Symbol;Acc:620497]
ENSRNOG00000000506	0	0	1	ENSRNOG00000000506	Tead3	protein_coding	TEA domain transcription factor 3 [Source:RGD Symbol;Acc:1311583]
ENSRNOG00000000522	0	0	1	ENSRNOG00000000522	Cpne5	protein_coding	copine 5 [Source:RGD Symbol;Acc:1308021]
ENSRNOG00000000542	0	0	1	ENSRNOG00000000542	Dnah8	protein_coding	dynein, axonemal, heavy chain 8 [Source:RGD Symbol;Acc:619986]
ENSRNOG00000000582	0	0	1	ENSRNOG00000000582	Ddo	protein_coding	D-aspartate oxidase [Source:RGD Symbol;Acc:1595123]
ENSRNOG00000000597	0	0	1	ENSRNOG00000000597	Ccn6	protein_coding	cellular communication network factor 6 [Source:RGD Symbol;Acc:1564120]
ENSRNOG00000000599	0	0	1	ENSRNOG00000000599	Lama4	protein_coding	laminin subunit alpha 4 [Source:RGD Symbol;Acc:1560062]
ENSRNOG00000000635	0	0	1	ENSRNOG00000000635	Arid5b	protein_coding	AT-rich interaction domain 5B [Source:RGD Symbol;Acc:1311735]
ENSRNOG00000000804	0	0	1	ENSRNOG00000000804	Mrps18b	protein_coding	mitochondrial ribosomal protein S18B [Source:RGD Symbol;Acc:1302998]
ENSRNOG00000000827	0	0	1	ENSRNOG00000000827	Ier3	protein_coding	immediate early response 3 [Source:RGD Symbol;Acc:1303321]
ENSRNOG00000000878	0	0	1	ENSRNOG00000000878	Slc44a4	protein_coding	solute carrier family 44, member 4 [Source:RGD Symbol;Acc:1303167]
ENSRNOG00000000920	0	0	1	ENSRNOG00000000920	Phkg1	protein_coding	phosphorylase kinase catalytic subunit gamma 1 [Source:RGD Symbol;Acc:3325]
ENSRNOG00000000974	0	0	1	ENSRNOG00000000974	Zfp358	protein_coding	zinc finger protein 358 [Source:RGD Symbol;Acc:1310416]
ENSRNOG00000000977	0	0	1	ENSRNOG00000000977	Pnpla6	protein_coding	patatin-like phospholipase domain containing 6 [Source:RGD Symbol;Acc:1564611]
ENSRNOG00000000981	0	0	1	ENSRNOG00000000981	Scarb1	protein_coding	scavenger receptor class B, member 1 [Source:RGD Symbol;Acc:2302]
ENSRNOG00000000986	0	0	1	ENSRNOG00000000986	Camsap3	protein_coding	calmodulin regulated spectrin-associated protein family, member 3 [Source:RGD Symbol;Acc:1597412]
ENSRNOG00000000987	0	0	1	ENSRNOG00000000987	Ptcd1	protein_coding	pentatricopeptide repeat domain 1 [Source:RGD Symbol;Acc:1311473]
ENSRNOG00000000991	0	0	1	ENSRNOG00000000991	Arpc1b	protein_coding	actin related protein 2/3 complex, subunit 1B [Source:RGD Symbol;Acc:2155]
ENSRNOG00000001010	0	0	1	ENSRNOG00000001010	Tecpr1	protein_coding	tectonin beta-propeller repeat containing 1 [Source:RGD Symbol;Acc:1306873]
ENSRNOG00000001061	0	0	1	ENSRNOG00000001061	Rilpl2	protein_coding	Rab interacting lysosomal protein-like 2 [Source:RGD Symbol;Acc:1303140]
ENSRNOG00000001072	0	0	1	ENSRNOG00000001072	Cers4	protein_coding	ceramide synthase 4 [Source:RGD Symbol;Acc:1309303]
ENSRNOG00000001088	0	0	1	ENSRNOG00000001088	Rfc3	protein_coding	replication factor C subunit 3 [Source:RGD Symbol;Acc:1306832]
ENSRNOG00000001111	0	0	1	ENSRNOG00000001111	Brca2	protein_coding	BRCA2, DNA repair associated [Source:RGD Symbol;Acc:2219]
ENSRNOG00000001115	0	0	1	ENSRNOG00000001115	Slc29a4	protein_coding	solute carrier family 29 member 4 [Source:RGD Symbol;Acc:1310545]
ENSRNOG00000001129	0	0	1	ENSRNOG00000001129	Fbxo21	protein_coding	F-box protein 21 [Source:RGD Symbol;Acc:1307346]
ENSRNOG00000001141	0	0	1	ENSRNOG00000001141	Srrm4	protein_coding	serine/arginine repetitive matrix 4 [Source:RGD Symbol;Acc:1560213]
ENSRNOG00000001149	0	0	1	ENSRNOG00000001149	Pxn	protein_coding	paxillin [Source:RGD Symbol;Acc:1305759]
ENSRNOG00000001153	0	0	1	ENSRNOG00000001153	Pla2g1b	protein_coding	phospholipase A2 group IB [Source:RGD Symbol;Acc:61949]
ENSRNOG00000001169	0	0	1	ENSRNOG00000001169	Slc37a1	protein_coding	solute carrier family 37 member 1 [Source:RGD Symbol;Acc:1308587]
ENSRNOG00000001194	0	0	1	ENSRNOG00000001194	Rrp1b	protein_coding	ribosomal RNA processing 1B [Source:RGD Symbol;Acc:1305633]
ENSRNOG00000001210	0	0	1	ENSRNOG00000001210	Pwp2	protein_coding	PWP2, small subunit processome component [Source:RGD Symbol;Acc:1582817]
ENSRNOG00000001224	0	0	1	ENSRNOG00000001224	Itgb2	protein_coding	integrin subunit beta 2 [Source:RGD Symbol;Acc:1305581]
ENSRNOG00000001258	0	0	1	ENSRNOG00000001258	Snx8	protein_coding	sorting nexin 8 [Source:RGD Symbol;Acc:1305791]
ENSRNOG00000001270	0	0	1	ENSRNOG00000001270	Hvcn1	protein_coding	hydrogen voltage-gated channel 1 [Source:RGD Symbol;Acc:1310788]
ENSRNOG00000001275	0	0	1	ENSRNOG00000001275	Tmem184a	protein_coding	transmembrane protein 184A [Source:RGD Symbol;Acc:1306702]
ENSRNOG00000001283	0	0	1	ENSRNOG00000001283	Anapc7	protein_coding	anaphase promoting complex subunit 7 [Source:RGD Symbol;Acc:1311927]
ENSRNOG00000001299	0	0	1	ENSRNOG00000001299	Sun1	protein_coding	Sad1 and UNC84 domain containing 1 [Source:RGD Symbol;Acc:1359142]
